ID_cleaned,job_title,salary_usd,salary_distribution_usd,experience_level_cleaned,employment_type_cleaned,company_location,company_size_cleaned,employee_residence,education_required,years_experience,industry
13713,ML Ops Engineer,117481,"100,000 - 120,000 USD",Senior,Freelance,France,Small,France,PhD,6,Technology
13714,Robotics Engineer,82028,"80,000 - 100,000 USD",Mid-level,Full-Time,Australia,Small,Australia,PhD,3,Consulting
13715,ML Ops Engineer,49319,"40,000 - 60,000 USD",Entry-level,Freelance,France,Small,Germany,Associate,0,Healthcare
13716,Data Analyst,90181,"80,000 - 100,000 USD",Senior,Full-Time,India,Small,Finland,Master,9,Media
13717,Deep Learning Engineer,62853,"60,000 - 80,000 USD",Entry-level,Full-Time,Israel,Large,Israel,Associate,1,Real Estate
13718,Research Scientist,47169,"40,000 - 60,000 USD",Entry-level,Freelance,France,Small,South Korea,Associate,1,Technology
13719,Deep Learning Engineer,40737,"40,000 - 60,000 USD",Entry-level,Freelance,Finland,Small,Finland,PhD,1,Retail
13720,Data Analyst,97627,"80,000 - 100,000 USD",Senior,Freelance,Japan,Large,Japan,Master,6,Energy
13721,Data Analyst,110766,"100,000 - 120,000 USD",Mid-level,Freelance,Singapore,Large,Singapore,Bachelor,2,Education
13722,AI Architect,85077,"80,000 - 100,000 USD",Senior,Freelance,China,Small,China,Master,7,Healthcare
13723,AI Product Manager,86477,"80,000 - 100,000 USD",Mid-level,Part-Time,Israel,Large,United States,PhD,4,Energy
13724,NLP Engineer,77400,"60,000 - 80,000 USD",Mid-level,Full-Time,India,Large,India,Master,2,Transportation
13725,Research Scientist,105893,"100,000 - 120,000 USD",Mid-level,Full-Time,United States,Medium,United States,PhD,4,Government
13726,Data Engineer,165137,"160,000 - 180,000 USD",Executive,Full-Time,Ireland,Medium,Canada,Associate,18,Real Estate
13727,Head of AI,44938,"40,000 - 60,000 USD",Entry-level,Part-Time,China,Large,China,PhD,1,Gaming
13728,Head of AI,245484,"More than 180,000 USD",Executive,Full-Time,Australia,Medium,Australia,Bachelor,17,Energy
13729,AI Software Engineer,45439,"40,000 - 60,000 USD",Entry-level,Full-Time,Ireland,Large,Ireland,Associate,1,Gaming
13730,Machine Learning Researcher,43233,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,Japan,PhD,0,Manufacturing
13731,AI Software Engineer,166476,"160,000 - 180,000 USD",Executive,Contract,Canada,Medium,China,Bachelor,13,Finance
13732,Machine Learning Researcher,85896,"80,000 - 100,000 USD",Entry-level,Freelance,Singapore,Large,Singapore,PhD,0,Automotive
13733,AI Consultant,64038,"60,000 - 80,000 USD",Entry-level,Freelance,Norway,Small,Sweden,PhD,0,Healthcare
13734,Data Analyst,58687,"40,000 - 60,000 USD",Entry-level,Freelance,Singapore,Small,Singapore,Master,1,Transportation
13735,Data Scientist,181731,"More than 180,000 USD",Executive,Contract,Canada,Large,Canada,Master,12,Real Estate
13736,Research Scientist,63529,"60,000 - 80,000 USD",Mid-level,Freelance,Japan,Large,Japan,Master,3,Media
13737,NLP Engineer,91958,"80,000 - 100,000 USD",Senior,Full-Time,Finland,Small,Finland,PhD,9,Finance
13738,AI Consultant,172149,"160,000 - 180,000 USD",Executive,Contract,Denmark,Small,Denmark,Master,19,Manufacturing
13739,Data Analyst,137939,"120,000 - 140,000 USD",Mid-level,Freelance,Denmark,Medium,Israel,Bachelor,3,Government
13740,AI Product Manager,150174,"140,000 - 160,000 USD",Senior,Full-Time,Canada,Large,Canada,Bachelor,8,Government
13741,Head of AI,68735,"60,000 - 80,000 USD",Mid-level,Contract,Finland,Medium,Finland,PhD,3,Transportation
13742,Deep Learning Engineer,69188,"60,000 - 80,000 USD",Mid-level,Full-Time,South Korea,Small,South Korea,PhD,3,Energy
13743,Principal Data Scientist,149223,"140,000 - 160,000 USD",Mid-level,Freelance,Denmark,Large,Singapore,Bachelor,3,Retail
13744,NLP Engineer,145608,"140,000 - 160,000 USD",Senior,Full-Time,Norway,Medium,Norway,Associate,5,Transportation
13745,Machine Learning Researcher,144602,"140,000 - 160,000 USD",Executive,Freelance,Israel,Large,Sweden,Associate,11,Automotive
13746,Machine Learning Researcher,120318,"120,000 - 140,000 USD",Executive,Contract,Ireland,Small,Ireland,Master,14,Technology
13747,Head of AI,70814,"60,000 - 80,000 USD",Entry-level,Full-Time,United States,Medium,United States,PhD,1,Government
13748,Data Scientist,290652,"More than 180,000 USD",Executive,Full-Time,Switzerland,Small,Switzerland,Master,16,Retail
13749,Data Analyst,120481,"120,000 - 140,000 USD",Mid-level,Part-Time,Netherlands,Large,Netherlands,Master,4,Healthcare
13750,NLP Engineer,61033,"60,000 - 80,000 USD",Mid-level,Full-Time,China,Small,China,Associate,4,Government
13751,AI Product Manager,169635,"160,000 - 180,000 USD",Executive,Part-Time,South Korea,Medium,South Korea,Associate,18,Government
13752,NLP Engineer,69137,"60,000 - 80,000 USD",Mid-level,Full-Time,Japan,Small,Ireland,Master,4,Media
13753,Machine Learning Researcher,205989,"More than 180,000 USD",Executive,Full-Time,United Kingdom,Small,United Kingdom,Associate,15,Manufacturing
13754,ML Ops Engineer,179955,"160,000 - 180,000 USD",Executive,Freelance,Singapore,Large,Singapore,PhD,19,Healthcare
13755,Machine Learning Engineer,73465,"60,000 - 80,000 USD",Senior,Full-Time,Japan,Medium,Japan,PhD,9,Technology
13756,Data Analyst,212387,"More than 180,000 USD",Executive,Full-Time,Norway,Medium,Norway,PhD,13,Technology
13757,AI Architect,218302,"More than 180,000 USD",Executive,Full-Time,United States,Large,United States,Bachelor,11,Government
13758,Machine Learning Researcher,109045,"100,000 - 120,000 USD",Mid-level,Contract,Denmark,Medium,Denmark,Associate,2,Gaming
13759,AI Architect,92437,"80,000 - 100,000 USD",Senior,Full-Time,Australia,Small,Australia,Associate,7,Manufacturing
13760,Computer Vision Engineer,208483,"More than 180,000 USD",Executive,Part-Time,Germany,Medium,Canada,Associate,14,Real Estate
13761,Head of AI,102222,"100,000 - 120,000 USD",Mid-level,Freelance,Switzerland,Small,Switzerland,Associate,3,Gaming
13762,Robotics Engineer,74575,"60,000 - 80,000 USD",Mid-level,Freelance,Ireland,Medium,Ireland,Master,2,Retail
13763,Autonomous Systems Engineer,58444,"40,000 - 60,000 USD",Entry-level,Freelance,Finland,Large,Finland,Associate,1,Finance
13764,Head of AI,44217,"40,000 - 60,000 USD",Entry-level,Part-Time,India,Medium,India,Bachelor,0,Education
13765,Deep Learning Engineer,140780,"140,000 - 160,000 USD",Executive,Part-Time,Austria,Small,Denmark,Master,18,Real Estate
13766,AI Product Manager,36162,"Less than 40,000 USD",Entry-level,Full-Time,Japan,Medium,Japan,Bachelor,1,Transportation
13767,Data Engineer,96386,"80,000 - 100,000 USD",Executive,Contract,Ireland,Small,China,Associate,17,Real Estate
13768,Autonomous Systems Engineer,85289,"80,000 - 100,000 USD",Mid-level,Contract,South Korea,Large,South Korea,Bachelor,2,Education
13769,NLP Engineer,51287,"40,000 - 60,000 USD",Entry-level,Part-Time,Israel,Small,Germany,Master,1,Technology
13770,AI Research Scientist,69049,"60,000 - 80,000 USD",Entry-level,Freelance,Australia,Medium,Australia,Bachelor,1,Government
13771,AI Research Scientist,197658,"More than 180,000 USD",Senior,Full-Time,Switzerland,Medium,Germany,Bachelor,7,Gaming
13772,AI Product Manager,190762,"More than 180,000 USD",Executive,Freelance,Germany,Medium,Germany,Bachelor,10,Manufacturing
13773,AI Software Engineer,75341,"60,000 - 80,000 USD",Mid-level,Freelance,Sweden,Medium,Sweden,Associate,4,Transportation
13774,AI Research Scientist,79135,"60,000 - 80,000 USD",Mid-level,Freelance,Singapore,Small,Singapore,PhD,3,Education
13775,Autonomous Systems Engineer,51320,"40,000 - 60,000 USD",Entry-level,Freelance,Finland,Medium,Finland,PhD,0,Government
13776,Machine Learning Researcher,289730,"More than 180,000 USD",Executive,Part-Time,Germany,Large,Germany,Master,12,Telecommunications
13777,Research Scientist,115976,"100,000 - 120,000 USD",Senior,Contract,Netherlands,Medium,Netherlands,Associate,5,Transportation
13778,Data Scientist,63160,"60,000 - 80,000 USD",Mid-level,Part-Time,Austria,Large,Austria,PhD,3,Transportation
13779,Computer Vision Engineer,88754,"80,000 - 100,000 USD",Entry-level,Freelance,United States,Large,China,Bachelor,1,Finance
13780,Research Scientist,88983,"80,000 - 100,000 USD",Mid-level,Contract,Canada,Medium,Canada,Bachelor,2,Government
13781,Deep Learning Engineer,149377,"140,000 - 160,000 USD",Senior,Contract,Sweden,Medium,Sweden,PhD,7,Energy
13782,NLP Engineer,146811,"140,000 - 160,000 USD",Senior,Contract,United States,Small,United States,Bachelor,9,Consulting
13783,Autonomous Systems Engineer,133363,"120,000 - 140,000 USD",Executive,Full-Time,South Korea,Large,South Korea,PhD,12,Telecommunications
13784,Data Analyst,43857,"40,000 - 60,000 USD",Entry-level,Full-Time,Ireland,Small,Netherlands,Associate,1,Automotive
13785,Research Scientist,45821,"40,000 - 60,000 USD",Entry-level,Freelance,South Korea,Medium,India,PhD,1,Media
13786,AI Architect,185835,"More than 180,000 USD",Senior,Part-Time,Switzerland,Small,Switzerland,Associate,9,Education
13787,AI Specialist,226750,"More than 180,000 USD",Executive,Full-Time,Netherlands,Medium,Netherlands,Bachelor,17,Education
13788,Data Scientist,102667,"100,000 - 120,000 USD",Senior,Full-Time,Germany,Small,Germany,Associate,7,Finance
13789,Data Engineer,159039,"140,000 - 160,000 USD",Senior,Freelance,Singapore,Large,Norway,Bachelor,5,Finance
13790,AI Specialist,129496,"120,000 - 140,000 USD",Senior,Full-Time,Australia,Large,United Kingdom,PhD,7,Transportation
13791,ML Ops Engineer,54859,"40,000 - 60,000 USD",Mid-level,Contract,India,Small,France,Bachelor,3,Government
13792,AI Specialist,53092,"40,000 - 60,000 USD",Entry-level,Part-Time,Australia,Medium,Singapore,Bachelor,0,Retail
13793,ML Ops Engineer,45076,"40,000 - 60,000 USD",Entry-level,Full-Time,Finland,Small,Finland,Master,1,Manufacturing
13794,AI Research Scientist,90650,"80,000 - 100,000 USD",Mid-level,Freelance,United States,Medium,United States,PhD,2,Healthcare
13795,AI Research Scientist,68816,"60,000 - 80,000 USD",Senior,Full-Time,China,Small,China,Associate,6,Technology
13796,Robotics Engineer,68543,"60,000 - 80,000 USD",Entry-level,Part-Time,Switzerland,Small,Switzerland,Associate,0,Government
13797,Head of AI,48432,"40,000 - 60,000 USD",Entry-level,Part-Time,Canada,Small,Canada,Associate,0,Automotive
13798,Robotics Engineer,96023,"80,000 - 100,000 USD",Mid-level,Contract,United Kingdom,Medium,Sweden,Master,3,Technology
13799,Machine Learning Researcher,107527,"100,000 - 120,000 USD",Executive,Contract,India,Small,Switzerland,Associate,19,Gaming
13800,ML Ops Engineer,54485,"40,000 - 60,000 USD",Entry-level,Full-Time,Australia,Small,Ireland,Bachelor,0,Manufacturing
13801,Robotics Engineer,141726,"140,000 - 160,000 USD",Executive,Contract,Australia,Medium,Australia,Master,11,Manufacturing
13802,Principal Data Scientist,154102,"140,000 - 160,000 USD",Senior,Freelance,United Kingdom,Medium,United Kingdom,Master,9,Technology
13803,Machine Learning Researcher,50812,"40,000 - 60,000 USD",Entry-level,Part-Time,Netherlands,Small,Netherlands,Bachelor,1,Finance
13804,Robotics Engineer,75048,"60,000 - 80,000 USD",Entry-level,Freelance,Netherlands,Medium,India,Bachelor,1,Government
13805,Computer Vision Engineer,72502,"60,000 - 80,000 USD",Entry-level,Freelance,France,Medium,France,PhD,1,Telecommunications
13806,Principal Data Scientist,46428,"40,000 - 60,000 USD",Entry-level,Part-Time,France,Small,France,Associate,1,Government
13807,Head of AI,227188,"More than 180,000 USD",Executive,Part-Time,Germany,Small,United Kingdom,Associate,15,Telecommunications
13808,Machine Learning Engineer,37520,"Less than 40,000 USD",Entry-level,Part-Time,China,Medium,Australia,Bachelor,0,Gaming
13809,Data Engineer,39047,"Less than 40,000 USD",Entry-level,Full-Time,China,Medium,China,Bachelor,0,Government
13810,AI Research Scientist,40733,"40,000 - 60,000 USD",Entry-level,Full-Time,Ireland,Medium,Austria,Master,0,Finance
13811,Data Engineer,171822,"160,000 - 180,000 USD",Executive,Full-Time,Austria,Large,Sweden,Bachelor,17,Retail
13812,Computer Vision Engineer,247676,"More than 180,000 USD",Executive,Contract,Germany,Large,Germany,Associate,10,Healthcare
13813,AI Software Engineer,80386,"80,000 - 100,000 USD",Entry-level,Contract,Canada,Large,Canada,Bachelor,1,Transportation
13814,Head of AI,45837,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,Netherlands,Master,1,Retail
13815,AI Product Manager,61352,"60,000 - 80,000 USD",Entry-level,Freelance,France,Medium,Sweden,PhD,0,Gaming
13816,Robotics Engineer,76270,"60,000 - 80,000 USD",Entry-level,Part-Time,Netherlands,Medium,Netherlands,Associate,0,Telecommunications
13817,AI Product Manager,182369,"More than 180,000 USD",Senior,Freelance,United Kingdom,Large,United Kingdom,PhD,6,Consulting
13818,AI Product Manager,156230,"140,000 - 160,000 USD",Senior,Full-Time,Australia,Large,Austria,Master,6,Consulting
13819,Deep Learning Engineer,35773,"Less than 40,000 USD",Entry-level,Freelance,Austria,Small,Austria,PhD,1,Retail
13820,AI Product Manager,62750,"60,000 - 80,000 USD",Mid-level,Part-Time,Austria,Large,Canada,Bachelor,2,Education
13821,Machine Learning Researcher,69148,"60,000 - 80,000 USD",Mid-level,Freelance,Finland,Large,Finland,PhD,2,Energy
13822,Data Scientist,117408,"100,000 - 120,000 USD",Senior,Contract,Singapore,Small,South Korea,Bachelor,5,Gaming
13823,Research Scientist,77209,"60,000 - 80,000 USD",Senior,Contract,India,Small,Switzerland,PhD,7,Technology
13824,Research Scientist,102512,"100,000 - 120,000 USD",Senior,Full-Time,Finland,Medium,Finland,Associate,9,Healthcare
13825,Head of AI,47218,"40,000 - 60,000 USD",Entry-level,Contract,Ireland,Medium,Ireland,Associate,1,Retail
13826,AI Specialist,94936,"80,000 - 100,000 USD",Entry-level,Freelance,Denmark,Medium,Denmark,Bachelor,0,Education
13827,NLP Engineer,143546,"140,000 - 160,000 USD",Senior,Contract,Denmark,Small,Denmark,Associate,9,Government
13828,Data Scientist,54080,"40,000 - 60,000 USD",Mid-level,Full-Time,South Korea,Medium,South Korea,PhD,3,Telecommunications
13829,Research Scientist,44785,"40,000 - 60,000 USD",Entry-level,Full-Time,Ireland,Small,Ireland,Associate,0,Telecommunications
13830,Computer Vision Engineer,73994,"60,000 - 80,000 USD",Mid-level,Full-Time,Israel,Medium,Canada,Associate,3,Retail
13831,ML Ops Engineer,159550,"140,000 - 160,000 USD",Executive,Full-Time,Australia,Large,Australia,Bachelor,19,Real Estate
13832,AI Software Engineer,172647,"160,000 - 180,000 USD",Executive,Part-Time,India,Medium,India,PhD,15,Consulting
13833,AI Research Scientist,103098,"100,000 - 120,000 USD",Senior,Full-Time,China,Large,China,PhD,9,Transportation
13834,AI Research Scientist,46043,"40,000 - 60,000 USD",Entry-level,Full-Time,Austria,Medium,Austria,PhD,1,Energy
13835,Machine Learning Researcher,95445,"80,000 - 100,000 USD",Mid-level,Full-Time,France,Medium,France,Bachelor,4,Finance
13836,Data Scientist,253170,"More than 180,000 USD",Executive,Contract,Germany,Large,Germany,Bachelor,12,Energy
13837,AI Research Scientist,138053,"120,000 - 140,000 USD",Mid-level,Freelance,Norway,Medium,United Kingdom,Bachelor,2,Healthcare
13838,AI Specialist,110810,"100,000 - 120,000 USD",Mid-level,Part-Time,Denmark,Medium,Denmark,PhD,2,Media
13839,AI Product Manager,57881,"40,000 - 60,000 USD",Mid-level,Freelance,Austria,Small,Austria,Bachelor,4,Transportation
13840,Autonomous Systems Engineer,116171,"100,000 - 120,000 USD",Mid-level,Full-Time,Norway,Small,Norway,Bachelor,4,Retail
13841,Data Engineer,172216,"160,000 - 180,000 USD",Executive,Freelance,Austria,Large,Austria,Bachelor,18,Retail
13842,Research Scientist,99387,"80,000 - 100,000 USD",Mid-level,Full-Time,Germany,Large,Germany,Master,2,Real Estate
13843,AI Architect,90046,"80,000 - 100,000 USD",Mid-level,Part-Time,Singapore,Small,Singapore,Associate,2,Transportation
13844,Machine Learning Engineer,158140,"140,000 - 160,000 USD",Senior,Part-Time,United States,Small,United States,Bachelor,7,Government
13845,Head of AI,98664,"80,000 - 100,000 USD",Mid-level,Freelance,Singapore,Large,Singapore,Bachelor,2,Finance
13846,Machine Learning Engineer,83645,"80,000 - 100,000 USD",Mid-level,Freelance,Sweden,Medium,Sweden,PhD,3,Energy
13847,Machine Learning Researcher,58728,"40,000 - 60,000 USD",Entry-level,Part-Time,Netherlands,Small,Netherlands,Associate,0,Real Estate
13848,Machine Learning Engineer,63253,"60,000 - 80,000 USD",Entry-level,Contract,Singapore,Medium,Singapore,Associate,1,Finance
13849,AI Product Manager,59139,"40,000 - 60,000 USD",Entry-level,Freelance,Germany,Small,Germany,PhD,0,Automotive
13850,AI Architect,72592,"60,000 - 80,000 USD",Mid-level,Part-Time,India,Large,India,Master,3,Manufacturing
13851,AI Product Manager,149281,"140,000 - 160,000 USD",Senior,Part-Time,Denmark,Small,Denmark,PhD,7,Finance
13852,AI Specialist,80632,"80,000 - 100,000 USD",Mid-level,Part-Time,Israel,Large,Israel,PhD,3,Telecommunications
13853,Robotics Engineer,95658,"80,000 - 100,000 USD",Entry-level,Full-Time,Denmark,Large,Denmark,PhD,0,Healthcare
13854,Robotics Engineer,254439,"More than 180,000 USD",Executive,Contract,Singapore,Large,Singapore,PhD,19,Consulting
13855,AI Architect,125104,"120,000 - 140,000 USD",Senior,Full-Time,Australia,Large,Australia,PhD,8,Consulting
13856,AI Research Scientist,90436,"80,000 - 100,000 USD",Mid-level,Contract,Canada,Large,Netherlands,Associate,2,Government
13857,AI Research Scientist,97198,"80,000 - 100,000 USD",Senior,Freelance,Japan,Small,Japan,PhD,6,Healthcare
13858,Deep Learning Engineer,68574,"60,000 - 80,000 USD",Entry-level,Part-Time,Canada,Large,South Korea,PhD,1,Real Estate
13859,Data Scientist,55519,"40,000 - 60,000 USD",Entry-level,Full-Time,Netherlands,Medium,Netherlands,Bachelor,0,Media
13860,Robotics Engineer,207081,"More than 180,000 USD",Executive,Part-Time,Denmark,Large,Denmark,Bachelor,11,Finance
13861,Data Analyst,38617,"Less than 40,000 USD",Entry-level,Part-Time,South Korea,Small,Canada,Associate,0,Media
13862,AI Consultant,139405,"120,000 - 140,000 USD",Senior,Contract,Singapore,Small,Singapore,PhD,9,Media
13863,AI Specialist,96221,"80,000 - 100,000 USD",Mid-level,Part-Time,Germany,Small,Norway,PhD,2,Energy
13864,Data Engineer,221935,"More than 180,000 USD",Senior,Full-Time,Norway,Large,Norway,Associate,7,Telecommunications
13865,Machine Learning Researcher,165186,"160,000 - 180,000 USD",Senior,Full-Time,United Kingdom,Large,United Kingdom,PhD,8,Retail
13866,AI Architect,81673,"80,000 - 100,000 USD",Senior,Freelance,Finland,Medium,Finland,Associate,6,Energy
13867,AI Research Scientist,170662,"160,000 - 180,000 USD",Senior,Freelance,Denmark,Medium,Denmark,Bachelor,5,Telecommunications
13868,AI Specialist,227344,"More than 180,000 USD",Senior,Full-Time,Norway,Large,Denmark,PhD,6,Transportation
13869,Machine Learning Engineer,58594,"40,000 - 60,000 USD",Entry-level,Full-Time,Singapore,Medium,Singapore,Associate,1,Retail
13870,Robotics Engineer,102109,"100,000 - 120,000 USD",Executive,Freelance,Israel,Medium,Israel,Associate,19,Media
13871,Data Engineer,131212,"120,000 - 140,000 USD",Executive,Freelance,Finland,Small,Finland,Master,19,Consulting
13872,AI Consultant,148515,"140,000 - 160,000 USD",Mid-level,Freelance,Norway,Large,Norway,PhD,3,Telecommunications
13873,AI Specialist,36575,"Less than 40,000 USD",Entry-level,Contract,China,Small,China,PhD,0,Gaming
13874,Head of AI,47415,"40,000 - 60,000 USD",Entry-level,Part-Time,South Korea,Small,South Korea,Associate,1,Transportation
13875,Data Engineer,118893,"100,000 - 120,000 USD",Senior,Full-Time,Canada,Large,Canada,Associate,6,Gaming
13876,Data Analyst,86051,"80,000 - 100,000 USD",Mid-level,Part-Time,Germany,Small,Germany,Bachelor,2,Transportation
13877,AI Research Scientist,118956,"100,000 - 120,000 USD",Mid-level,Full-Time,Netherlands,Large,Netherlands,PhD,2,Education
13878,Head of AI,75434,"60,000 - 80,000 USD",Entry-level,Part-Time,Singapore,Medium,Denmark,Bachelor,0,Gaming
13879,Research Scientist,89619,"80,000 - 100,000 USD",Mid-level,Contract,United States,Medium,United States,Associate,2,Retail
13880,Machine Learning Engineer,316631,"More than 180,000 USD",Executive,Freelance,Norway,Large,Switzerland,Bachelor,14,Healthcare
13881,AI Specialist,69769,"60,000 - 80,000 USD",Mid-level,Contract,France,Medium,France,Bachelor,2,Media
13882,Computer Vision Engineer,55662,"40,000 - 60,000 USD",Entry-level,Part-Time,Australia,Small,Australia,Associate,0,Energy
13883,AI Software Engineer,100143,"100,000 - 120,000 USD",Senior,Full-Time,Austria,Large,Austria,Master,7,Retail
13884,Machine Learning Engineer,85286,"80,000 - 100,000 USD",Senior,Part-Time,South Korea,Large,South Korea,Master,5,Real Estate
13885,Deep Learning Engineer,81478,"80,000 - 100,000 USD",Mid-level,Part-Time,Australia,Medium,Australia,Associate,3,Energy
13886,Computer Vision Engineer,118474,"100,000 - 120,000 USD",Senior,Part-Time,United Kingdom,Small,United Kingdom,Bachelor,9,Finance
13887,AI Software Engineer,36434,"Less than 40,000 USD",Entry-level,Freelance,Finland,Medium,Finland,PhD,0,Healthcare
13888,Robotics Engineer,180553,"More than 180,000 USD",Executive,Freelance,Japan,Large,Israel,Master,11,Energy
13889,Data Scientist,131327,"120,000 - 140,000 USD",Mid-level,Contract,Denmark,Large,Denmark,Associate,4,Technology
13890,AI Product Manager,121664,"120,000 - 140,000 USD",Senior,Full-Time,Sweden,Medium,Netherlands,Master,9,Retail
13891,Machine Learning Engineer,118982,"100,000 - 120,000 USD",Mid-level,Part-Time,France,Large,South Korea,Master,2,Consulting
13892,AI Specialist,136018,"120,000 - 140,000 USD",Senior,Full-Time,Germany,Medium,Switzerland,Bachelor,5,Telecommunications
13893,AI Research Scientist,36828,"Less than 40,000 USD",Entry-level,Freelance,India,Small,India,Master,0,Manufacturing
13894,Robotics Engineer,111104,"100,000 - 120,000 USD",Senior,Contract,Canada,Small,Canada,PhD,6,Telecommunications
13895,AI Architect,33918,"Less than 40,000 USD",Entry-level,Freelance,India,Small,Switzerland,PhD,0,Energy
13896,Autonomous Systems Engineer,98090,"80,000 - 100,000 USD",Senior,Contract,Austria,Medium,Austria,PhD,6,Technology
13897,Data Engineer,115971,"100,000 - 120,000 USD",Entry-level,Full-Time,Norway,Large,Norway,PhD,1,Manufacturing
13898,AI Consultant,55480,"40,000 - 60,000 USD",Entry-level,Full-Time,Germany,Small,Norway,PhD,0,Transportation
13899,Head of AI,194667,"More than 180,000 USD",Executive,Freelance,Japan,Large,Japan,PhD,16,Energy
13900,Data Engineer,105256,"100,000 - 120,000 USD",Entry-level,Freelance,Switzerland,Medium,India,Master,1,Transportation
13901,Data Scientist,34951,"Less than 40,000 USD",Entry-level,Freelance,China,Small,China,Associate,0,Transportation
13902,Robotics Engineer,81122,"80,000 - 100,000 USD",Mid-level,Freelance,Singapore,Medium,Sweden,PhD,2,Government
13903,Deep Learning Engineer,89243,"80,000 - 100,000 USD",Mid-level,Full-Time,United Kingdom,Large,United Kingdom,Master,3,Technology
13904,Machine Learning Engineer,99749,"80,000 - 100,000 USD",Mid-level,Contract,Netherlands,Medium,Netherlands,PhD,3,Education
13905,Data Engineer,105448,"100,000 - 120,000 USD",Senior,Freelance,Singapore,Small,Singapore,Bachelor,6,Automotive
13906,AI Product Manager,99427,"80,000 - 100,000 USD",Senior,Part-Time,Ireland,Medium,Japan,Associate,8,Retail
13907,Data Analyst,86650,"80,000 - 100,000 USD",Senior,Freelance,Ireland,Small,Ireland,PhD,5,Technology
13908,NLP Engineer,88920,"80,000 - 100,000 USD",Mid-level,Contract,Denmark,Small,Denmark,PhD,3,Finance
13909,AI Architect,107584,"100,000 - 120,000 USD",Senior,Part-Time,Australia,Medium,Australia,PhD,5,Automotive
13910,Principal Data Scientist,259796,"More than 180,000 USD",Executive,Full-Time,France,Large,France,Associate,16,Gaming
13911,Head of AI,147454,"140,000 - 160,000 USD",Executive,Freelance,Israel,Large,Israel,Master,18,Finance
13912,ML Ops Engineer,100371,"100,000 - 120,000 USD",Mid-level,Part-Time,Denmark,Small,Denmark,PhD,3,Retail
13913,AI Software Engineer,187912,"More than 180,000 USD",Executive,Freelance,Japan,Large,Japan,Bachelor,16,Education
13914,Robotics Engineer,63116,"60,000 - 80,000 USD",Mid-level,Freelance,Japan,Large,United Kingdom,Master,2,Media
13915,Head of AI,113639,"100,000 - 120,000 USD",Mid-level,Freelance,United Kingdom,Medium,United Kingdom,Bachelor,4,Finance
13916,Computer Vision Engineer,102177,"100,000 - 120,000 USD",Senior,Contract,Canada,Medium,Canada,Associate,7,Retail
13917,Machine Learning Researcher,66299,"60,000 - 80,000 USD",Mid-level,Freelance,Israel,Small,Israel,Associate,2,Transportation
13918,ML Ops Engineer,64530,"60,000 - 80,000 USD",Mid-level,Contract,Israel,Small,Israel,Associate,2,Automotive
13919,Data Analyst,73037,"60,000 - 80,000 USD",Mid-level,Part-Time,Finland,Large,Finland,Associate,3,Finance
13920,AI Product Manager,59695,"40,000 - 60,000 USD",Mid-level,Freelance,Ireland,Medium,Ireland,Bachelor,4,Consulting
13921,Robotics Engineer,110374,"100,000 - 120,000 USD",Senior,Full-Time,India,Large,India,Master,7,Education
13922,Deep Learning Engineer,123483,"120,000 - 140,000 USD",Mid-level,Contract,United States,Medium,Australia,Bachelor,4,Real Estate
13923,Head of AI,171557,"160,000 - 180,000 USD",Executive,Full-Time,Germany,Small,Germany,Master,12,Government
13924,NLP Engineer,75235,"60,000 - 80,000 USD",Entry-level,Full-Time,Canada,Medium,Canada,Bachelor,1,Finance
13925,Deep Learning Engineer,51864,"40,000 - 60,000 USD",Entry-level,Freelance,Australia,Medium,Australia,Associate,0,Media
13926,Machine Learning Researcher,50192,"40,000 - 60,000 USD",Mid-level,Part-Time,China,Small,China,Master,3,Gaming
13927,AI Research Scientist,74120,"60,000 - 80,000 USD",Entry-level,Freelance,Netherlands,Small,Netherlands,Master,0,Media
13928,Deep Learning Engineer,155927,"140,000 - 160,000 USD",Executive,Part-Time,Japan,Small,South Korea,Master,17,Gaming
13929,Data Analyst,57605,"40,000 - 60,000 USD",Entry-level,Part-Time,Austria,Large,Austria,Bachelor,0,Government
13930,Research Scientist,93448,"80,000 - 100,000 USD",Mid-level,Full-Time,Denmark,Small,Finland,PhD,2,Technology
13931,Robotics Engineer,39023,"Less than 40,000 USD",Entry-level,Contract,Japan,Small,Japan,Associate,1,Media
13932,Research Scientist,89317,"80,000 - 100,000 USD",Senior,Part-Time,Israel,Large,Israel,Master,7,Transportation
13933,AI Product Manager,68429,"60,000 - 80,000 USD",Mid-level,Contract,Japan,Large,China,PhD,3,Telecommunications
13934,Head of AI,50135,"40,000 - 60,000 USD",Entry-level,Part-Time,Austria,Small,Austria,PhD,1,Education
13935,AI Product Manager,114263,"100,000 - 120,000 USD",Executive,Contract,South Korea,Small,United States,Associate,15,Education
13936,AI Specialist,69593,"60,000 - 80,000 USD",Mid-level,Full-Time,Israel,Medium,Canada,Master,4,Gaming
13937,NLP Engineer,290462,"More than 180,000 USD",Executive,Part-Time,United States,Medium,United States,Bachelor,14,Finance
13938,Computer Vision Engineer,113145,"100,000 - 120,000 USD",Senior,Full-Time,China,Large,China,Associate,5,Telecommunications
13939,ML Ops Engineer,211106,"More than 180,000 USD",Executive,Freelance,Australia,Small,Australia,Master,13,Gaming
