ID_cleaned,AWS,Azure,Docker,GCP,Git,Hadoop,Java,Kubernetes,MLOps,MLP,PyTorch,Python,R,SQL,Scala,PySpark,Tableau,Tensorflow
10607,,,,,,108337,108337,108337,,,,,108337,,,,,
10608,,,,,,,,,,141521,,,,,,,,
10609,,,,,,,,90099,,,,,,90099,,,90099,
10610,,,,,,,,,145023,,,145023,,,,,,
10611,,,,,,77895,,,,,,77895,,,,,,77895
10612,,,,,,173534,,,,,,173534,,,,173534,,173534
10613,,43406,,,,,,43406,,43406,,,,,,,43406,
10614,,,,,,,,,40638,,,,,,,,40638,40638
10615,,79473,,,,,,,,,,,,,79473,79473,,
10616,,42570,,42570,,,,,,,,,,,42570,,,
10617,,,,,,,,,,,,,,149940,,149940,,
10618,,,,,,,,,,222205,,222205,,222205,,,,
10619,66843,66843,,,,,,,,66843,,,,,,66843,,
10620,,,,,,,40909,,,,40909,,,,,,40909,
10621,185640,,185640,,,,185640,,,,,185640,,,,,,
10622,,,,,177703,,,,,177703,,,,177703,,,,
10623,,,98895,98895,,,,,,,,,98895,,98895,,,
10624,,,,,140653,,,,,,,,,140653,,140653,,
10625,,,172994,,172994,,,,,,,,,,,,,
10626,,,,,,150931,,,,,150931,,,150931,150931,,,
10627,,,,,,52601,,,52601,,,,,,,,,
10628,,,,,,,,118988,,,,,,118988,,,,
10629,,,,,,,,,,,,,,,,,78460,78460
10630,67395,,,67395,,67395,,67395,67395,,,,,,,,,
10631,,,,,219778,,,219778,,,,,,,,219778,,
10632,,192983,,,,,,,,,192983,,,,,,,
10633,,,,,,,,,,,,,,164256,,,164256,
10634,,,,64922,,,,,,,,,64922,,64922,,,
10635,,,,,,121140,,,,,,,,121140,,,,
10636,,,,,,,,177568,,,,177568,,,,,,
10637,,,,,,,,,130963,,130963,,,,,130963,130963,
10638,,66736,,,66736,,66736,,,,,,,,,,,66736
10639,,,,,,,,,,94734,94734,,,,,,94734,94734
10640,,,,,,,197890,,,,,,,197890,,,,
10641,,,,,,,,,,104578,,,,,,,,104578
10642,,117748,,,117748,,,,,,,,,,,,,
10643,,,,,,,,,,,109895,109895,,,,,,
10644,,,,89016,89016,,,,,,,,,89016,,,,
10645,,,,76780,,,,,,,,76780,,,,,76780,
10646,,,,81930,,,,,,,,81930,,,,,,81930
10647,,,,,,133355,,,,,,,,133355,,,133355,133355
10648,,,86640,,,,86640,,,,,,86640,,,,,
10649,,,,,,,,,,,,62976,62976,62976,,,,
10650,,,,,,,157497,,,,,,,,,,157497,
10651,,100663,,,,,100663,100663,,100663,,,,,,,,
10652,,,,,,,,44783,,,44783,,,,44783,,,
10653,,,,,,,,,,,,,189639,,,189639,,
10654,,,,,,,,97867,,,97867,,97867,,,,,
10655,,,,,,,46440,,,46440,46440,,,46440,,,,46440
10656,,101323,,,,,101323,,,,,,,101323,,,,
10657,,,,,,100642,,,,,,100642,,,,,100642,100642
10658,,,,,,,,,114239,,,114239,,,,,,
10659,,,,,,,,,61211,,,,61211,,,,61211,
10660,,,,,83018,83018,,,,83018,83018,,,,,,,
10661,,,54540,,54540,,,,,,,,,54540,,,,
10662,,,,,,,,,,,,65409,,,65409,65409,,
10663,,65589,,,,,65589,65589,,,,,,,65589,,,
10664,,,,,,,168346,,,,168346,,,,168346,,,
10665,,,,,,44038,,,44038,,,,44038,44038,,,,
10666,,,,,,,147249,,,,,147249,,,,147249,,
10667,,,,,,,,,94377,,,94377,,,,,,
10668,,,,,,,,106271,106271,,,,,,106271,,,
10669,,,69601,,,,,,,,,69601,,,,69601,,
10670,,,,,,,,,258484,,258484,,,258484,,,,
10671,,,,,,,,,,,,98126,,,98126,98126,,98126
10672,,,,110989,,,,,,110989,,,,,,,,
10673,,,,70093,,70093,,,,,,70093,,,,,,
10674,,,,90973,,,,90973,,90973,,,90973,,,90973,,
10675,,143432,,,143432,,,143432,,,,,,,,,,
10676,,,,,,,104903,,,,104903,,,,,,104903,
10677,,,129114,,,,,129114,,129114,,,,129114,,,,
10678,,,,,103207,,,103207,,,,,,,,,,
10679,,,,,,,131640,,131640,,,131640,,,,,,
10680,,,,,,47908,,,,,,,47908,,,,47908,
10681,,,,,,,,,,,,,,,83178,,,
10682,,,,,,,,,,,,,,60774,60774,,,60774
10683,,,,,,,,,,,,,,,135193,,135193,
10684,,,,,,,,63327,,,,63327,,,,,63327,
10685,,,,,48254,,,,,,,48254,,,,,,
10686,,,,,,,,123463,,123463,123463,,,,,,,123463
10687,,,,,,,,,121985,,121985,,,,121985,,,
10688,,,,,164046,,,,,,,164046,,,,164046,,
10689,,,,,,,,,,,,85489,,,,,,
10690,,,,,,,,244234,,244234,,244234,,,,,,
10691,,,,76630,76630,,,,76630,,,,,,,,,
10692,,261046,,,,,,,,,,261046,,261046,,,,
10693,,,,,,,,,,,,135823,,,,,,
10694,,,,,,,80737,80737,,,,,,,,80737,,
10695,,,68761,,,,,,,,,,,,68761,,,
10696,,,,60553,,,,,,,60553,,,,,60553,,
10697,,,,,,,,,,,,,,123794,,,,
10698,,,,,,,,,,,,,,103845,,,103845,
10699,,,,115744,,,115744,115744,,,,,,,,,,
10700,,,134398,,,,,,,134398,,,,134398,,,,134398
10701,,63454,63454,,,63454,,,,,63454,,,,,63454,,
10702,,,185030,,,,,,,,,185030,,,,,185030,185030
10703,,,110564,,,,,,,,,,,,,,,
10704,,,103605,,,,,103605,,103605,,,,,,,,103605
10705,,,,145649,,,,,,,,,,,145649,,,
10706,,,,,,,,,95800,,,95800,95800,,,,,95800
10707,,,,,,107441,,,,,,,,,,,,
10708,,,,,,,88676,88676,,88676,,,,88676,,,,
10709,,,109171,,,,,,,,,109171,109171,,,,,
10710,,,,,,,,,,,142197,,,,,,,
10711,,,,,,,93341,,,,,,,93341,,,93341,
10712,,,,,,,,,,,83313,83313,,,,,,
10713,158745,,,,,,,,158745,,,,,158745,,,,
10714,,,120637,,,120637,,,,,,,,,,,,
10715,,,44831,,,,,44831,,,,,,,,,44831,
10716,,,,170314,,,,,,,,,,,170314,,,170314
10717,,82237,,,,,,,82237,,,,,,,,,
10718,,,,,,,,146642,,,146642,,,,146642,,,
10719,,,,,,,,,,,,65049,,,,,,
10720,,,73843,,73843,,,,,,,73843,,,73843,,,
10721,,,,,,61147,,,,,,,,,,,,61147
10722,,,,,,,157366,,,,,157366,,,,157366,,
10723,,,,,37048,,,,,,37048,,,37048,,,,
10724,,,,45088,,45088,,,,,45088,,,45088,,,,
10725,,,,,,93219,,93219,,,,,,,,,,93219
10726,,,,,,,,,,,,,,166407,,,,
10727,63341,,,,63341,,63341,,,,,,63341,,,,,
10728,,,,,,,101570,101570,,,,101570,,,101570,,,
10729,,,,,,,,,,,,57556,,,,,,57556
10730,61740,61740,,,,,,61740,,,,61740,,,,,,61740
10731,,,,,,,,,,,,,,,120829,120829,,
10732,,,,67335,,,,,,,,,,67335,,,,67335
10733,,,,164611,,,,,,,,164611,164611,164611,164611,,,
10734,,,,,,,,,,,,215292,,,,,,
10735,,,,,,,,,,76440,,,,,,,,
10736,,104690,,,,,104690,104690,,,,,,,,,104690,
10737,126424,,,,,,,,126424,,,,,126424,,,,126424
10738,,,,,,,,,,,,,,,,217661,217661,
10739,,,,77762,,,,,,,77762,,,77762,,,,
10740,,116168,,,,,,,,,,,,,,,,
10741,264244,,,,,,,,,,,,,264244,,264244,,
10742,,,,,,,,83181,83181,,,83181,,,,,,
10743,,,107350,,,,,,,,,,,107350,,,107350,
10744,,,,,,,,,,,96850,,,96850,,,96850,
10745,81354,,,81354,,,,,81354,,,,,,81354,,,81354
10746,,,,,,,170408,170408,,,,,,,,170408,,
10747,,,,177656,,,,177656,177656,,,,,,,,,177656
10748,,,179613,,,,,,,179613,,,,,,,179613,179613
10749,,125254,,,125254,,,,125254,125254,,,,,,,,
10750,,108150,,,,,,,,,,,,108150,,,108150,
10751,,,,,,,,,,,,,158094,158094,,158094,,
10752,,,,,59896,,,,,,59896,59896,,,,,,59896
10753,,,,,,,170963,,,,170963,,,170963,,,,
10754,,,,,,78625,,,,,,,,78625,78625,,,78625
10755,,50004,,,,50004,,,,,,,,,,,,50004
10756,,,47461,,,,,,,,,,,,,,,
10757,184957,,,,,,,,,,,184957,,,,,,
10758,,,,145701,,,,145701,,,,,145701,,,,,
10759,,,,,,,,,,,,,65617,,,,,
10760,,,138286,,,138286,138286,,,,,138286,,138286,,,,
10761,,,,,,,,,,,,,,,48880,,48880,
10762,,,,,,,,,,,,,216969,,216969,,,
10763,,,,117841,,,,,,,,,,,117841,,,
10764,,,,,,,,32907,,,32907,,,,,,32907,32907
10765,,,,,,,,,,131007,,,,,,,131007,
10766,,,,,,158666,,,,,,,158666,,,,,
10767,,,249723,249723,,,249723,,,,,,,,,,,249723
10768,,,,,,,,,,,,,81623,,,,81623,
10769,,82342,,,,,,,,,,,,,,,,82342
10770,,,,,,,,,,,107075,,,107075,107075,,,
10771,,,,,53730,,,,,,53730,,,,,,,
10772,,,67746,,,,,67746,,,,67746,,,,67746,,
10773,,139091,,,,139091,,139091,,,,,,,,,,
10774,,,,,,,,,,163728,,163728,,163728,,,,
10775,,42239,,,,,,,,,,42239,,,,,,
10776,,,,,,,,116310,,,,,,,116310,,,
10777,,,,,,,,,99820,,99820,,,,,,,99820
10778,,244280,,,244280,,,,,,,244280,,,,244280,,
10779,,,,,,,,,,92385,92385,,,,,,,
10780,,,,,,,,,,,,,130938,,,,130938,
10781,,,,,,,,,176405,,,176405,,,,,,
10782,80209,,,,,,,,,,,,,80209,,,80209,
10783,,,,239265,,,,,,,239265,,,,239265,,,
10784,,,204259,,,204259,,,,,,204259,,,,,,204259
10785,,,,,180794,,,,,,,180794,,180794,,,,
10786,,,,,,,,117834,,,117834,,,,,,117834,
10787,,,,66276,,,,,,,66276,,66276,,,,,
10788,,49284,,,,,,,,,,49284,,,,,,
10789,,127447,,,,,,127447,127447,,127447,,,,,,,
10790,,104274,,,,104274,,,,,,104274,,,,,,104274
10791,,,,,,,,,52904,,,52904,,,,,,
10792,117206,117206,,,,,,117206,,,,117206,,,,,,
10793,113350,,,113350,113350,,,,,,,113350,,,,,,
10794,,,,,,,,,,,,,,,239159,,,
10795,,,52428,,,,,,,,,52428,,,,,,
10796,,,,,,44793,,,,,,44793,,,,44793,,
10797,,,,84756,,,,,,,,84756,,,,,84756,
10798,,,61454,,,,,,,,,,,,,,61454,
10799,,,38705,,,,,,,,38705,,,38705,,,38705,
10800,,,,,,,111158,,,,,,,,,,,111158
10801,,139252,,,,,,,,,139252,,,,,,139252,
10802,,,,124840,,124840,124840,,,,,,,124840,,,124840,
10803,,,,,,,,58889,58889,,,,,,58889,58889,,
10804,,,,,,,,,,102681,,,,102681,,102681,,
10805,76143,,,,,76143,,,,,,,,,,,76143,
10806,75551,,,,,,,,,,,,,75551,75551,,75551,
10807,40121,,,,,,,,,,,,,40121,,,,
10808,,38151,,,,,38151,,,,38151,,,,,,,38151
10809,,,80374,,80374,,,,80374,,,80374,,,80374,,,
10810,,,,,,,59219,,,,,,,59219,,,,
10811,,,,,,82389,,,,,82389,,,,82389,,82389,
10812,,90976,,90976,,,,90976,,,90976,,90976,,,,,
10813,,,,,,,,116309,,,,,116309,,116309,,,
10814,,,,,,,,187396,,187396,,187396,,187396,,,,
10815,,,,,,,,105574,,,105574,,,,,,,
10816,,,,,,,,,,,221771,,,,221771,,,
10817,336976,,,,336976,,,336976,,,,,,,,,,336976
10818,,243554,,243554,,,,,243554,,,,,,,,,
10819,,,,,52008,,,,,,,,,,,,,
10820,,,56672,,,56672,,,,,,,,,,,,
10821,,,,,,,,,,,,112058,,,,112058,,112058
10822,,,106911,,106911,,,,,,,,,,106911,,,
10823,,,,,,,,90297,,,,,90297,,90297,90297,,
10824,,59789,,,,,,,,,,59789,,,,,59789,
10825,,71152,,,,,,71152,,,71152,,,,,,,71152
10826,,253682,253682,253682,,,,,,,,,,,,,,253682
10827,,,,41583,,,,,,,,,,,,41583,,
10828,,135926,135926,,,,,,,,,135926,,,,135926,,
10829,,,107471,,,,,,,,,,,,,,107471,
10830,,63105,,,63105,63105,,,,,63105,,,,,,,
10831,,,80166,,,,,,,,,,,,,,,
10832,,,,166298,,,,166298,,,,166298,,,,,,
10833,,,,133787,,133787,,,,,,,,,,,,
10834,,,,,,,,,,,344424,,,344424,,,,
10835,,,,,,,,,,,,,,82463,,,82463,
10836,,,63516,,,63516,,,63516,,,63516,,,63516,,,
10837,52449,52449,,52449,,,,,,,,,,,,,,
10838,,,73972,,,,,73972,,,,,,73972,,,,
10839,,,,,77077,,,,,,,77077,,,,77077,77077,77077
10840,,,,,,71477,71477,71477,,,,,,,,,,71477
10841,,,,,,,,49811,,,,,,49811,,,49811,
10842,,,,,,,,,,,,,155358,,,,,155358
10843,,,,,,,,,,,,,38795,,,38795,,
10844,,117375,,,,,,,,,,117375,,,,117375,,117375
10845,109494,,,,,,,,,,109494,,,109494,,,,
10846,,154381,,,154381,,,154381,,,,,154381,,,,,
10847,,155502,,,,,,,,,,,155502,,,,,
10848,,,,,61844,61844,,61844,,,,61844,,,,,,
10849,,,,,,,,,,,,193955,,,,,,193955
10850,,57134,,,,,,,,,,57134,,57134,,,,
10851,,238485,,,238485,,,,,,,,238485,,,,,
10852,,,,,,,,178857,,,,178857,,,,178857,,
10853,45645,,,45645,,,,,,,,,,,,,,
10854,,,,108145,,,,,,,,108145,108145,,,,,
10855,,204006,,,,,,,,204006,204006,,,204006,,,204006,
10856,,,,,,,,131867,,,,131867,,,,,131867,
10857,,,,,,,,174490,,174490,,174490,,,174490,,,
10858,,,,,,,61152,,,61152,61152,,,,,,,
10859,,,50342,,50342,,,,,,,,50342,,50342,,,
10860,,,,,,53706,,,,,,,,53706,,,,
10861,,,,,,90803,,,,,90803,,,90803,,,,
10862,,151379,,,,,,,,151379,,,,,,,151379,
10863,,179982,,,,,179982,,179982,,,,,179982,,,,
10864,,,,,62689,,,,62689,,,,,,,62689,,
10865,,166470,,,,,,166470,,,,,,,,166470,,166470
10866,,,,,152927,,,,,152927,152927,,,,,,,
10867,,,,,,206336,206336,206336,,,,,,,,,206336,
10868,,,,,,,,249658,,,,249658,,,,,,
10869,211079,,,,,,,,,,,,,,,211079,,
10870,,75883,,,,,,75883,,,,75883,,,,,,
10871,,,64841,,,64841,,,,,,,,64841,,,,64841
10872,,,,70977,,,,,,,,,70977,,,,,
10873,153297,,,,153297,,,153297,,,,153297,,,,,,
10874,,,,,,,,166629,,,,,,166629,166629,,,
10875,133048,,,,,,,,,,,,,,,133048,,
10876,,,,,119614,,,119614,,,,119614,,,,,,
10877,,,,,,,174543,,,,,,,174543,,174543,,
10878,,,,,,,,94173,94173,94173,,,,94173,,,,
10879,,,,,,,,,,,,196690,196690,,,,,
10880,,,84462,,,,,,,84462,,84462,,,,,84462,
10881,,,,,,,41157,,,,,41157,41157,,,,,
10882,,,,,,,,,,,121032,,,,,121032,,
10883,,123876,,123876,,,,,,123876,,,123876,,,,,
10884,,,,,132134,132134,,,,,,,,,,132134,,132134
10885,,,83359,,,,,,,,,,,,,,,
10886,,,,,,,53365,,53365,,,53365,,,,,53365,
10887,,,,,,,,,,,,71593,,,,,,
10888,,,,172837,,,,172837,172837,172837,,,,,,,,
10889,,,,,,,,198051,,,,,,198051,,,,
10890,,,,,,,,102674,,,,102674,,,,,,
10891,,,,,81597,81597,,,,,,,,,,,,
10892,,171619,,,,171619,,,,,,,,,,,,
10893,,66540,,,,,,,,,,,66540,66540,,,,
10894,,,,53359,,,,,53359,,,,53359,,,,,
10895,,84452,,,,,,,,,,84452,,,,,,84452
10896,,,,,51188,,,,,,,,,,51188,,,51188
10897,,,,,,,,,89786,,,89786,,89786,89786,,,
10898,,,,,,169593,169593,,,,,169593,,,169593,,,
10899,,,,,202201,,,,,,,,,,,,,
10900,,,,,,107217,,107217,,,,107217,,,,,,107217
10901,,,,,,,,,,,,,,,,,,
10902,,,,,,131783,,,,,,131783,,131783,,,,
10903,,,,,47747,47747,47747,,,,,,47747,,,,47747,
10904,,,,,,,,,147158,,,,,,,147158,,
10905,,,69689,,,,,,,,69689,,,,69689,,,
10906,,,108044,,,,108044,108044,,108044,,,,,,,,
10907,96106,,,,,,,,,,,,,,,,,96106
10908,,72557,,,,,,,72557,72557,,72557,,,,,,
10909,,,,166801,,166801,166801,,,,,,,,,,,
10910,46629,,,,,,46629,,,,,,,46629,,,,
10911,,98101,,,,,,,,98101,98101,,,,,,,
10912,,,,,95117,,,95117,,,,,,,,,,
10913,,,,,,96074,,96074,,,,96074,,,,,,
10914,,,,,,104769,104769,,104769,,,104769,,,,,,
10915,,350761,,350761,,,350761,350761,,350761,,,,,,,,
10916,,74309,,74309,,,,,,,,,74309,,,,,
10917,,,,,,,,,,43103,,43103,43103,,,,,43103
10918,,,,38113,38113,,,,,,,38113,,,38113,,,
10919,,,121020,,,,,121020,,,,,,,,,,
10920,,68579,,,,,68579,,68579,,,68579,,,,,,
10921,,,,,,,,,,,,,,,146855,146855,146855,
10922,,,,257091,,,,,257091,,257091,,,,257091,,,
10923,,,,,,,,57195,,,,,,57195,,,,
10924,,,,,,,235223,,,,,,235223,,,235223,,
10925,,,262551,,,262551,,,,262551,,,,262551,,,262551,
10926,124613,,,,124613,,124613,,,,,,,,,,,
10927,,,,270268,,,,,,,,,,,,270268,,270268
10928,,,,,,,,,,98711,,98711,,,,,,
10929,,,,97932,97932,,,,,,,,97932,,,,,
10930,,,,,128015,,,,,,,,,,,,,
10931,,72690,,,,,,72690,,,,72690,,,,,,72690
10932,139267,,139267,,,,,,,,,139267,,,,,,
10933,,,,,98526,,,,,,,98526,,,,98526,,
10934,,,,,,,,,,228495,,228495,,,228495,,,
10935,74853,,,,,,,,,74853,,74853,,74853,,74853,,
10936,,,,,,48085,,48085,,,,48085,,,,,,
10937,,,,116762,,116762,,,,,,,,,116762,,,116762
10938,,260090,260090,,,,,260090,,,,,,,,260090,260090,
10939,,,,,,,,,160583,,160583,160583,,,,,,
10940,86679,,,,,,,,,,,,86679,,,,,
10941,,76014,,,,,,76014,,,,76014,,76014,,,,
10942,,,,,,,62941,,,,,,,62941,,,,62941
10943,,,,,,,54105,54105,,,,,54105,,54105,54105,,
10944,,,116982,,,116982,,,116982,,,,116982,,,,,
10945,,57378,,57378,57378,,,,,,57378,,,57378,,,,
10946,,,,,,228453,,,,,,228453,228453,,,228453,,
10947,,,,,,,,,,,,86869,,86869,,,86869,
10948,,,,,158050,,,158050,,,,,158050,,,,,
10949,,,,,,,131457,,,131457,,,,,,,131457,
10950,,,,84901,,,,84901,84901,,,,,,,84901,,
10951,,,,,,122071,,,,,,122071,,,,,,
10952,,,,57629,,,,,,,,,,,,,,
10953,,,,,52486,,,,52486,52486,,,,,,,,52486
10954,87978,,,,,,,,,,,,,,,,,
10955,130679,,,130679,,,130679,,,,,,,,130679,,,
10956,,,,88463,88463,,88463,,,,,88463,,,,,,
10957,,,,,,50420,,,,,,,50420,,,,,
10958,,,90946,,,,,,,,,90946,,,90946,,,
10959,,,,,,,,107933,,,,,,,107933,,107933,
10960,,115358,,,,115358,,,,,,,,115358,,,,
10961,,,,,,316486,,,316486,,,,316486,,,,,
10962,,,83539,,,,,,83539,83539,,,,,,83539,,
10963,,,,,,,,,,96103,96103,,,,,96103,,96103
10964,,,,,,,,,,,60357,,,,,,60357,
10965,,,,,,,,,,88717,,,,88717,,88717,,
10966,,,,,,173202,,173202,,,,173202,,,,,173202,
10967,,,,,,,,,,,178120,,,178120,,,178120,
10968,,,76669,,,,,,,,,76669,,,76669,,,
10969,,,,,,,,,146429,,,,146429,,,146429,,
10970,57462,,57462,,,,,57462,,57462,,,,,,,,
10971,,60204,,,,,,,,,,,,,,,,
10972,,,,68000,68000,,,68000,,,,68000,,,,,,
10973,,126559,,,,,,,,,,,,126559,,126559,,
10974,,,,,,,,,132846,,,132846,,,,,,
10975,,,,243094,,,243094,,,,243094,,,,,243094,243094,
10976,,,,,,64095,,,,,,64095,,,,,,64095
10977,,,,,,113233,,,113233,113233,,,,,,,,
10978,,112398,,112398,,,,,,,,,112398,,,112398,,
10979,,,263576,,,,,263576,,,,,,,,,,263576
10980,,,,,,,109132,,,,,109132,,,109132,,,
10981,,114519,,,114519,,,114519,,,,114519,,,,,,
10982,,,,,,,,,,296132,,,,,296132,,,
10983,,168207,,168207,,168207,,,168207,,,,,,,,,
10984,,,,34721,,34721,,34721,,34721,,,,,,,,
10985,,,,,,92027,,,,,,92027,,,,,,
10986,,,,110385,,110385,,,,,,110385,,,,,,
10987,,,,,,,,,,,,,,171011,171011,171011,,
10988,,,,,,,209397,,,,,209397,209397,,209397,,,
10989,,,,,,,,,,,,94981,,,,,94981,
10990,,,,,,,,,336333,,,336333,336333,,,,,
10991,,58183,,,,,,,,58183,,58183,,,,,,
10992,,,,,,,,,,,,76950,,76950,,,,76950
10993,,132079,,,,,,,,132079,,,,,,132079,,
10994,,,,,,,,,,,,53336,,,53336,,,
10995,,,,,,199482,,,,,,,199482,,,,,
10996,,,,,,,,,,,,102968,,,102968,,,
10997,,,,,,196867,,,,,196867,196867,196867,,,,,196867
10998,,89652,,,,,,,,,89652,,,,,,,89652
10999,,,,,,,,,,,,,,117724,117724,,,
11000,,,,,,,,64509,64509,,,,,,,,,64509
11001,,150346,150346,,,,,,150346,,150346,,,150346,,,,
11002,128302,128302,,,,,,,128302,,,,128302,128302,,,,
11003,,,,,,,126634,126634,,,,,126634,,,,126634,
11004,,,,,,,73701,73701,,,,,,,,,,
11005,,,,,,,,,,76598,,76598,,,76598,,,
11006,,,,95671,,,,,,,,,,,95671,,,
11007,,,,,,,,111903,111903,,,,,,,,,
11008,,,,,113979,,,,113979,,,,113979,,,,,
11009,,64531,,64531,,,,,,,,,64531,,,,,
11010,179159,,,,179159,,,,,,179159,,,179159,,,,
11011,,,,,,154872,,,,154872,,154872,,,,154872,,154872
11012,,,,,,146434,,,146434,,,,,146434,,,,
11013,,175580,,175580,175580,,,,,,175580,,,175580,,,,
11014,69277,,69277,,,,,,,,,,69277,69277,,,,
11015,,,,149943,,,,,,149943,149943,,,,,,,149943
11016,,,,,,53174,,,,,,,53174,,,,,
11017,,,,,,,,,,,,41013,,41013,,,,
11018,,,,,,,,,140352,140352,140352,,,,,,,
11019,,,,53375,,,,,,,53375,53375,,,,,,
11020,,,,,124514,,,,,,124514,,,,,,,
11021,,,,60315,,,60315,,,60315,60315,,,60315,,,,
11022,,,,70167,,,70167,70167,,,,,,,,,,70167
11023,,,,44783,,,,,,,,44783,,,,,44783,
11024,,,,60707,,,,,,,60707,,,,,,,
11025,155654,,,,,,,,,155654,,,,,,155654,,155654
11026,,,,83476,,,,,,,83476,,,,,83476,,83476
11027,,,,,,,,,,66919,,66919,,,,,,
11028,,,180151,,,,180151,,,,,,,,180151,,,
11029,,,,,,,,,91981,,,91981,91981,,91981,,,
11030,,,,,,165771,,,,,,,,,,,,
11031,,,,,,,,,,,104584,,,104584,,,,
11032,,,68772,,,,,,,,,68772,,68772,,,,
11033,,,,,,,,45877,,,,,,,,,,45877
11034,90371,90371,,90371,,,,,,,,,,90371,90371,,,
11035,,,,144372,,,,,,144372,144372,,144372,,,,,
11036,81787,,,,,,,,,81787,81787,,,,,,,
11037,,,,,,,152676,,152676,152676,,,,,,,,
11038,,,,299781,,,299781,,,,,,,299781,,,,
11039,,,,,,,,,,84253,,84253,,,,,,
11040,,,,,141763,,,,,,,141763,,141763,,,,
11041,,,,,,,,67746,,,,67746,,,,67746,,
11042,,,,,,,105845,,,,,,105845,,,105845,,
11043,160127,160127,,,,,,,160127,,,160127,,,,,,
11044,123429,,,,,123429,,,,,,,123429,,123429,,,123429
11045,,,,,,,,,,,,,,,245667,,,
11046,,,,,,,115142,,,,,,,115142,115142,,,
11047,,,,,,,,64007,,,64007,,,,,,64007,
11048,,,,,,,59806,,,,,59806,,,,,,59806
11049,59506,,,,,,,,,59506,,59506,,,,,,
11050,,,187771,,,187771,,187771,,,,,,,187771,,,187771
11051,,,228723,,,,,228723,,,,,,,228723,,228723,
11052,,,,,,,,86580,,86580,,,,86580,,,,
11053,,,,,,,,76547,,,,76547,,,,,,
11054,,,77559,,77559,,,,,,,77559,,,,,,
11055,66839,,,,,,,66839,66839,,,66839,,,,,,
11056,,,,,64005,,,,,,,,64005,,,,64005,
11057,,,,133957,,,,,,133957,,133957,,,,,,133957
11058,,,,,68246,,,,,,,,68246,,,,68246,68246
11059,,,,,,,,57306,,,,,57306,,,,,
11060,,,76154,,,,,,,,,,,,,,,
11061,,,77373,,77373,,,77373,,,,,,77373,,,,
11062,81094,81094,81094,,,,,,,81094,,,,81094,,,,
11063,,,,,,83301,,,,,,,83301,83301,,,,
11064,,121131,,,121131,,,,,,,,,,121131,,,
11065,,,,69872,,69872,,,69872,,,,,,,,,
11066,,111660,,,111660,111660,,,,,,,,111660,,,,
11067,,,123977,,,,123977,,,123977,,123977,,,,,,
11068,,,,,73282,,,73282,,,,,,,,,73282,73282
11069,,,,,,,45764,,45764,,,,,,,,,
11070,,,,,,,,126354,,126354,,,,,,,,126354
11071,,,,,162029,,,,,,,,,162029,162029,,,
11072,,,45348,,,45348,,,,,,,,,,45348,,
11073,,,,,,,,,,,85311,85311,85311,,,,,
11074,,,,,,,,,,,221963,,,,221963,,,
11075,,91947,,91947,,,,,,,,,,91947,,91947,,
11076,,,,,,89230,,,,,,,,89230,,,,
11077,,,,,,,,59211,,59211,,,,,,,,
11078,,,,,,260026,,,,,260026,,,,,260026,,
11079,,,,,,,,,70526,,,,70526,70526,,,,
11080,,,,,,,,,,50395,50395,50395,,,,,,
11081,,49189,,,,,,,,,,,,49189,,,,
11082,62553,,,,,,,,62553,,62553,,,,,,62553,
11083,,,36480,,,,,,,,36480,,,,,,36480,
11084,,,,,60239,,,60239,,,,60239,,60239,,,60239,
11085,,,,,174916,,174916,,,,,,174916,,,,,
11086,,,,,,64208,,,64208,64208,,64208,,,,,,
11087,,,,,,,135101,,,135101,135101,,,,,,135101,
11088,,,,,,,,,,,59512,,,59512,,,59512,
11089,,,145208,,,,,,145208,,145208,,,145208,,,,
11090,,,87548,,,,,,,,,87548,,,,,,87548
11091,,,,,,,,58763,58763,,,58763,,,,,,
11092,,,,,,,,,,116237,,116237,,,,,,
11093,,,,,,147973,147973,,,,,,,,,,147973,
11094,,,,,,,,,77735,,,,,,77735,77735,,77735
11095,,158389,,,,,,,,,,,,158389,,,,158389
11096,,,,122540,,122540,,122540,,,,,,,,,,
11097,,,,,,,,88443,88443,88443,88443,,,,,,,
11098,,,,,,,,87725,,,87725,,,87725,,,,
11099,92545,,,92545,,,,92545,,,,92545,,,92545,,,
11100,,,,,,,,,,,,,133892,133892,,,,133892
11101,,,100445,100445,,,,100445,,,,,,,100445,,,
11102,,,44275,,,44275,,,,,,44275,,,,,,
11103,,,,,175526,,,175526,,,,,,,,,,
11104,,,,,,,,,,,,,67784,67784,,,,
11105,,,,,,,,,,,,,56659,,,,56659,
11106,,,,,,,,252752,,,,252752,,252752,,252752,,
11107,,,,,,,,,52762,,52762,,,52762,,,,
11108,,,,103919,,,103919,,,,,,,,,,103919,
11109,,,,,,,,59529,,,,,59529,59529,,,,
11110,,,,,122842,,122842,,,,,,,,122842,,,
11111,,,,,,219960,,,,219960,219960,,,,,,,
11112,,,,50697,,,,,,50697,50697,,,,,,,
11113,,,,,,,67971,,67971,,,67971,,,,,,
11114,,,230365,,,,,,230365,,,,,,230365,,,
11115,,,101337,,,101337,,,,,,,,,101337,,,
11116,,,,,,57259,57259,,,,,,57259,57259,57259,,,
11117,80608,80608,,,,,,80608,,,80608,,,,,,,
11118,,118636,,118636,,,,,118636,,,,,,,,118636,
11119,,,,,,,,,161412,,,,,,,,161412,
