ID_cleaned,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_git_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_MLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills
12185,,,,,,,,,,,PyTorch,,,SQL,,,,
12186,AWS,,,,,,,,,,PyTorch,,,SQL,Scala,,,
12187,AWS,,,,,,,,,MLP,,Python,,,,,,TensorFlow
12188,,,,,,Hadoop,Java,,,,,,,,Scala,,,
12189,,,,,,,,,,,,Python,,SQL,Scala,,,
12190,,,,GCP,,,,Kubernetes,,,,Python,,,,,,
12191,,,,,Git,,,,,,,Python,,,Scala,,,TensorFlow
12192,,,,,,,,,,,,,R,SQL,,,,TensorFlow
12193,,Azure,,,,,,,,MLP,,Python,,,,PySpark,,
12194,,,,GCP,,,Java,,,,,,R,,,,,
12195,,,,,Git,,,,,,,,,SQL,,,,
12196,,,,GCP,,,,,,,,,R,SQL,,,,
12197,,,,,,,Java,,,,,,,SQL,,,,TensorFlow
12198,,Azure,,,,,,,,,,,,,Scala,,,TensorFlow
12199,,,,,,,,,,,,Python,,,,,,TensorFlow
12200,,,,,Git,,,,,MLP,,Python,,,,,,
12201,,,,,,,,Kubernetes,,,,,,SQL,Scala,,,
12202,,,,,,,,,,,PyTorch,Python,,,,,,TensorFlow
12203,AWS,Azure,,GCP,,,,,,,PyTorch,,,,,,,
12204,,Azure,,GCP,,,,Kubernetes,MLOps,,,,,,,,,TensorFlow
12205,AWS,,,,,,Java,,,,PyTorch,,,SQL,,,,TensorFlow
12206,,,,,Git,Hadoop,,,,,PyTorch,,,,,PySpark,,
12207,,Azure,,GCP,,Hadoop,,,,,,,,,,PySpark,,
12208,,,Docker,,,,,,,,PyTorch,,,,Scala,,Tableau,TensorFlow
12209,,,,,,Hadoop,Java,,,MLP,,,,,,,,
12210,,,,,Git,,,,,,,,,SQL,,,,
12211,,Azure,,,,,,,,,,Python,,,Scala,,,
12212,,,Docker,,,,,,,,,Python,,SQL,,,,
12213,,Azure,,,,,,,MLOps,,,,,,,,,
12214,,,Docker,,,,,,,,,,,,,,,TensorFlow
12215,,Azure,,,,,Java,,,,,Python,,,,,Tableau,
12216,,,,,Git,,,,,,,,,,,PySpark,,
12217,,Azure,,,,,,,,,,,,SQL,,,,TensorFlow
12218,,,,,,,,Kubernetes,,MLP,,,,,,,,TensorFlow
12219,AWS,Azure,,,,Hadoop,,,,MLP,,Python,,,,,,
12220,AWS,Azure,,,,,,,,,,,,,,,,
12221,,Azure,,,,,,Kubernetes,,,,,,,,,,
12222,,,,,,,Java,Kubernetes,,,,,R,SQL,,,,
12223,,,,,,,,Kubernetes,,,,,,,,,,
12224,,,,,,Hadoop,,,,,,Python,,,Scala,,Tableau,
12225,,,,,,,,,,,PyTorch,,,,,,Tableau,
12226,,Azure,,,,,,,,,,,,,Scala,,Tableau,
12227,,,,,Git,,,Kubernetes,,,,Python,,,,,,
12228,,,,,,,Java,,,,PyTorch,,,,Scala,,,
12229,,,Docker,GCP,Git,,,,,,,,,,,,,
12230,,,,,,,,,MLOps,,,,R,SQL,,,Tableau,
12231,AWS,,,,Git,,,,,,,Python,,,,,Tableau,
12232,,,,,,,Java,,,,,,R,,,PySpark,,
12233,,Azure,,,Git,,Java,,,,,,,,,,,
12234,,,Docker,,,,,,,,,Python,,,,,,TensorFlow
12235,,,,,,,Java,,,,,,,,Scala,,,TensorFlow
12236,,,,,Git,,,,,,,Python,,,,,Tableau,TensorFlow
12237,AWS,,Docker,,,,,Kubernetes,,,,,,,,,,
12238,,,,GCP,,,,,,,,Python,,,,,Tableau,
12239,,,,,Git,,,,,,,,,,,,,TensorFlow
12240,,,,,,,,,,,,Python,,SQL,,,Tableau,
12241,,,,,,Hadoop,,Kubernetes,,,,Python,,,,,,TensorFlow
12242,,,,,,,,,MLOps,,,,,SQL,,,,TensorFlow
12243,,,,,,,,,,,,Python,,,,PySpark,,
12244,,,,,,,Java,,,MLP,,,,,,,,TensorFlow
12245,,Azure,,,,,,,,,,,,,Scala,,Tableau,
12246,,,,GCP,,,,,,,,,R,,,,,
12247,,,,,Git,,Java,,,,PyTorch,,,SQL,,,,
12248,,,,,,,,,,,,,R,SQL,,,,
12249,,,,,Git,,Java,,,,,,,,,PySpark,,
12250,,,,GCP,,,,Kubernetes,,,,,,SQL,,PySpark,Tableau,
12251,,Azure,,,,,,,,,,Python,,SQL,,,,
12252,AWS,,,,Git,,,,,,,,,,,,,
12253,,Azure,,,,,,,MLOps,,,,,SQL,,,,TensorFlow
12254,,,,,,,,,,MLP,,,,,Scala,,,
12255,,,,,,,Java,,,,,,,,,,,TensorFlow
12256,,Azure,,,,,,,,,,,R,,,,,
12257,,,,,,,,,,,PyTorch,,,SQL,,,,TensorFlow
12258,,,,,,,,,,,,Python,,SQL,,,,
12259,,,,,Git,,,,MLOps,,,,,,,,,TensorFlow
12260,,,,GCP,,Hadoop,,,,,,Python,,,Scala,,,
12261,,,,,,Hadoop,,,,,,,,,,PySpark,,
12262,,,Docker,GCP,Git,,,,MLOps,,PyTorch,,,,,,,
12263,,,,GCP,,,,,,,,Python,,,Scala,,,
12264,AWS,Azure,,,,,,,MLOps,,,,,,,,,
12265,,,,,Git,,,,,MLP,PyTorch,,,,Scala,,,
12266,,,,,Git,,Java,,,MLP,,,,,,,,TensorFlow
12267,,,,,Git,,,,,,,,,,,,,
12268,,,,,,,,,,,,,,,Scala,,Tableau,
12269,,,,,,,,,,,,Python,,SQL,,,,TensorFlow
12270,,Azure,,,,,,,,,,,,,,,Tableau,
12271,,Azure,,,Git,,,,,,,,,SQL,,,,
12272,,,,,Git,,Java,,,MLP,,,,,,,,
12273,AWS,,,,,Hadoop,,,,,PyTorch,,R,,,,,TensorFlow
12274,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
12275,,,,,,,,,,,PyTorch,,R,,,,Tableau,TensorFlow
12276,,,,GCP,,,,,,,,,,,,,,TensorFlow
12277,,,,GCP,,,,Kubernetes,,,,,,,Scala,,,
12278,AWS,,Docker,,,,,,,,,Python,,,,,Tableau,TensorFlow
12279,,,,,,Hadoop,,,,,,Python,,,Scala,,,
12280,,,,,,Hadoop,,,,MLP,,,,SQL,,,,
12281,,,,,,,,,,,PyTorch,,R,,,,,
12282,,,Docker,GCP,,,,,,,,,,SQL,,,,
12283,,,,,,,Java,,,MLP,,,,,,PySpark,,
12284,,,,,,Hadoop,,,,,,Python,,SQL,,,,
12285,,,,,,,Java,,,,,Python,R,,,,,TensorFlow
12286,,,,,Git,,,,,,,Python,,,,,,TensorFlow
12287,,,Docker,,,,,,MLOps,,,,,,,,,
12288,,Azure,Docker,,,,,Kubernetes,,,,,,,,,,
12289,,,,,Git,,,,,,,,,,,,Tableau,
12290,,,,,,,,,MLOps,MLP,,Python,,SQL,,,,
12291,,,,GCP,,,,,,,,,R,,Scala,,,
12292,,,,,,,,,MLOps,MLP,,,,,Scala,,,
12293,,,,,,,,,MLOps,,,,,,,,Tableau,
12294,,,,,,Hadoop,,,,,,,,,Scala,,,
12295,,,,,,Hadoop,,,,,PyTorch,,,,,PySpark,,
12296,,,,,,,,,MLOps,,,,,,,,,TensorFlow
12297,,,,,,,Java,,,,,Python,,,,PySpark,,
12298,,,Docker,,,,,,,,,Python,,,,,,
12299,,,,,,,Java,,,,,Python,,,,,,TensorFlow
12300,,,,,Git,,,Kubernetes,MLOps,,,,,,Scala,,,
12301,,,,,,,,,,,,,R,,Scala,,Tableau,
12302,,Azure,,,,,,,,,,,,SQL,,,Tableau,
12303,,,,,,,,,,,PyTorch,,,,,PySpark,,TensorFlow
12304,,,,,,,Java,,,,,,,,Scala,,,
12305,,,,,Git,,,Kubernetes,,,,,,,Scala,,,
12306,,,,,Git,Hadoop,,,,,,,,,,,,TensorFlow
12307,,,,,,,,,MLOps,,,,R,SQL,,,,
12308,,Azure,,,,Hadoop,,Kubernetes,,,,,,,,,Tableau,TensorFlow
12309,,,,,,,,,,,PyTorch,,R,SQL,,,,
12310,,,,,,,,,,,,Python,,,,,,
12311,,,,,,,,,,MLP,,Python,,,,,,TensorFlow
12312,,,,GCP,,,Java,,,,,,,,,,,
12313,,,,,Git,,,,MLOps,,,,,,,PySpark,,
12314,AWS,,,,,,Java,,,,,,,,,,Tableau,
12315,,,,,,,Java,,,MLP,,,,,,,,
12316,,,,,,Hadoop,,,,,,,,,,,,
12317,,,,,,,,,MLOps,,,Python,,,,,,
12318,,,,,,,Java,,,MLP,,,,SQL,,,,
12319,,,Docker,GCP,,,,,,MLP,,Python,,,,,,
12320,,,,,,,,Kubernetes,MLOps,,,,,,,,,
12321,,,,,Git,,,,,,,,,,,PySpark,Tableau,
12322,,Azure,,,Git,,,,,,,,,,Scala,,,
12323,,,,,,,,Kubernetes,,,,Python,,,,PySpark,,
12324,,,,,,,,,,,,,,,,,,TensorFlow
12325,AWS,,,,,,,,,MLP,,Python,,,,,,TensorFlow
12326,,,,,,Hadoop,,Kubernetes,MLOps,,,,,,,PySpark,,
12327,,Azure,,,,,,,,,,Python,,,,,,
12328,AWS,,,,,,Java,,,,,Python,,,,,,
12329,,,,,,Hadoop,Java,,,,,,,,Scala,PySpark,,
12330,,,,,Git,,,,MLOps,,PyTorch,,,,,,,
12331,,,,,,,,Kubernetes,,,PyTorch,,R,,,,Tableau,
12332,,,,,,Hadoop,,,MLOps,,,,,,Scala,,,
12333,,Azure,,,,,,,MLOps,,,Python,,,,,,
12334,,,,,,,,,MLOps,,,Python,,,,,Tableau,TensorFlow
12335,,,,,,Hadoop,,,,,PyTorch,Python,,,Scala,,,
12336,,,,,,,Java,,,,,Python,,,,,,TensorFlow
12337,,,,,,,,,,,,Python,,,,,,
12338,,,,,Git,,,,,,,,R,SQL,,,,
12339,,,,GCP,Git,,,,,,PyTorch,,,,,,,
12340,,,,,Git,Hadoop,,Kubernetes,,,,,R,,,,,
12341,,,,GCP,,,,,,,PyTorch,,R,SQL,,,,TensorFlow
12342,,,,,,,,,,MLP,,,,,Scala,,Tableau,
12343,,,,,,,,,,,PyTorch,,,,Scala,,,
12344,,,,,,,,,,,PyTorch,Python,,,,PySpark,,
12345,AWS,Azure,,,Git,,,,,,,,,,,,,TensorFlow
12346,,,,,,Hadoop,,,,,,Python,,SQL,,,,
12347,,,,,,,,,MLOps,MLP,,,,,Scala,PySpark,,
12348,,,,,Git,,,,,,,,,,Scala,,,
12349,,,,,Git,,,Kubernetes,,,,,,,Scala,,Tableau,
12350,,,Docker,,,,,Kubernetes,MLOps,MLP,,,,,,,,
12351,,,,,Git,,,,,,,,,SQL,,,Tableau,
12352,,,,GCP,,,,,,MLP,,Python,,,,,,TensorFlow
12353,,,,,Git,,,,,,,,R,,Scala,PySpark,,
12354,,,,GCP,Git,,,,,,PyTorch,,,,,,Tableau,
12355,,,,,,,,,,,,Python,,,,,Tableau,
12356,,Azure,,,,,,,,MLP,,,,SQL,,PySpark,,
12357,,,,,,Hadoop,,,,,,Python,,SQL,,PySpark,,
12358,,,,,,,,,,,,,,,,,,TensorFlow
12359,,,,,Git,,,,,MLP,,,,SQL,,PySpark,,TensorFlow
12360,,Azure,,,,,,,MLOps,,,,,SQL,,PySpark,,
12361,,Azure,,GCP,,,,,,,,,,,Scala,,,
12362,,,Docker,,,Hadoop,,,,,,,,SQL,,,Tableau,
12363,,,Docker,,,,,,,,,,,,,,,
12364,,,,,,,,Kubernetes,,,,,R,,,,,
12365,,,Docker,GCP,,,,,,,,,,,,,Tableau,
12366,,Azure,Docker,,,,,,,,,,,SQL,,,Tableau,
12367,AWS,,,GCP,,,,,,,PyTorch,,,,Scala,,,
12368,,,,,,,,,,,,,,SQL,,,,
12369,,,,,,,,,,,,,R,,Scala,,,TensorFlow
12370,,,,,,,,,,,,,,,Scala,,,TensorFlow
12371,,,Docker,,,,,Kubernetes,,,PyTorch,Python,,,,,,
12372,,Azure,,,,,,,,,,Python,R,,,,,
12373,,,,,,,,Kubernetes,,,,Python,,,,,,
12374,,,,,,,,Kubernetes,,,,,,,Scala,,,
12375,,Azure,,GCP,,,,Kubernetes,,,,,,,,,Tableau,
12376,AWS,,,,,Hadoop,,,,,,,,,,PySpark,Tableau,
12377,,,,,,Hadoop,,,,MLP,,,,,,,,
12378,,,,,Git,,,,MLOps,,PyTorch,,,,Scala,,,
12379,,,,,,,,,,,PyTorch,,,,Scala,PySpark,,TensorFlow
12380,,,,,,Hadoop,,,,,,,,SQL,Scala,,,TensorFlow
12381,,,,,,,Java,,,,,,,SQL,,,,TensorFlow
12382,,,Docker,,,,,,,MLP,,,,SQL,,PySpark,,
12383,,Azure,,,,,,,,,,Python,,,Scala,,,
12384,,,Docker,,,Hadoop,,,MLOps,,,,,,,,,
12385,,Azure,,,,,,Kubernetes,,,,,,,Scala,,,
12386,,,Docker,,,,Java,,MLOps,,,,R,SQL,,,,
12387,AWS,,,GCP,,,,,,,,Python,,,,,,
12388,,,,,,,,,,,,,,,,,,
12389,,,,,,,,Kubernetes,,,,,R,,,,Tableau,
12390,AWS,,,,,,,,,,,Python,,,,,,
12391,,,,,Git,,,,MLOps,MLP,,,,,,,,
12392,AWS,,,,Git,,Java,,,,,,,,,PySpark,,
12393,,,Docker,,,,,,,,PyTorch,,,,,,,
12394,,,,,,,,,,,,,,SQL,,PySpark,,
12395,,,,,,,,Kubernetes,,,,,R,,Scala,PySpark,Tableau,
12396,,,,,,,Java,,,,,Python,,,,,,TensorFlow
12397,,,,,,Hadoop,Java,Kubernetes,,MLP,,,,,,,,
12398,,,,GCP,,,,,,,,,,,Scala,,,
12399,,,,,,,,Kubernetes,,,,,,,Scala,,,
12400,,,,GCP,,,,,,,,,R,SQL,,,Tableau,
12401,,,,,Git,,Java,Kubernetes,,MLP,,,,,,,,
12402,,,,,,,,Kubernetes,,,,,,,,,Tableau,
12403,,,,,,,,,,,,Python,R,SQL,,PySpark,,
12404,,,,,,Hadoop,,Kubernetes,,,,,,,,,,
12405,,,,,,Hadoop,Java,,,,PyTorch,Python,,,,,,TensorFlow
12406,,Azure,,,,Hadoop,,,,,,,,SQL,,,,
12407,,,,,,,,,MLOps,,PyTorch,Python,,,,,,
12408,,,,,,,,,,,,,,SQL,,,,
12409,AWS,,,,,,,Kubernetes,,,,,,,,,,
12410,AWS,,,,,,Java,,,MLP,,,,,,,,TensorFlow
12411,,,,,,,,Kubernetes,,,,,,,,,Tableau,
12412,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
12413,,,,,,,,,,,PyTorch,,,,,PySpark,,TensorFlow
12414,,,,,,,Java,,,,,Python,R,,,,,
12415,,,,GCP,,,,Kubernetes,,MLP,,,R,,,,,
12416,,,Docker,,,,,,,MLP,PyTorch,,,,,,,TensorFlow
12417,,,,,Git,Hadoop,,,,,,,,,,,Tableau,
12418,,,,,,,,,,,,,,,,,,
12419,,,,,,Hadoop,,,,,,,R,,,,,
12420,,,,GCP,Git,,,,,,,,,,,,Tableau,
12421,,Azure,,GCP,,,,Kubernetes,,,,Python,,,,PySpark,,
12422,,,,,,,,,,,,,,SQL,Scala,,,
12423,,,,,,,,,,,,Python,,SQL,,,,
12424,AWS,,Docker,,,,,,,,PyTorch,,,,,,,
12425,AWS,,,,,,,,,,,Python,,,,,,TensorFlow
12426,,Azure,,,,,,,,MLP,,Python,,,,,,
12427,,,,,,,,Kubernetes,,,,,,SQL,,,,
12428,,,,,,,,Kubernetes,,,,,,SQL,,PySpark,,
12429,,,,GCP,,,,,,,,Python,,,,,,
12430,,,,,,,,,,,,Python,,,,,,
12431,,,,,,,,,,MLP,,,,,,PySpark,Tableau,
12432,,,,,,,,,,,PyTorch,Python,,,,,,TensorFlow
12433,,,,,,,,,,MLP,,,,SQL,,PySpark,,
12434,,,,,,Hadoop,Java,,,,,Python,,,,,,
12435,,Azure,,,,,,,,,,Python,,,,PySpark,,
12436,,,,,Git,,,,,,,,,,,,,
12437,,,,,,,,,,,,Python,,,,PySpark,,TensorFlow
12438,,,,GCP,Git,,,,,,,Python,,,,,,TensorFlow
12439,,,,,,,Java,,,,PyTorch,,,,,PySpark,,
12440,,,,GCP,Git,,,,,MLP,,,,,,,,
12441,,,Docker,,,,,,,,,Python,,,,,,TensorFlow
12442,AWS,,,GCP,,,,Kubernetes,,,,,,,Scala,,,
12443,,,,,,,,,,,PyTorch,,,SQL,Scala,,,
12444,,,,GCP,,,Java,,,,,,R,,,PySpark,,TensorFlow
12445,,,,,,Hadoop,Java,,MLOps,,,,R,,,,,
12446,,Azure,,,Git,,,,,,PyTorch,,,,,,,
12447,,Azure,Docker,GCP,,,,,,,,,,,,,,
12448,,,,GCP,,,,,,,,,R,,,,,
12449,,,,,,,,,,MLP,,,,,Scala,,,
12450,,,,,,,,,,,,,R,,Scala,,,
12451,,,,,,,,,,,,Python,,,,,,TensorFlow
12452,AWS,,Docker,,Git,,,Kubernetes,,,,,,,,,,
12453,,,,,,,,Kubernetes,,,PyTorch,,R,SQL,,,,TensorFlow
12454,,,,GCP,,,,,MLOps,,,,R,,,,,
12455,,Azure,,,,,,,,,,,,SQL,,PySpark,,
12456,AWS,,,,Git,Hadoop,,,,MLP,,,,,,,,
12457,,,,,,,,,MLOps,,,,,,,,,
12458,,,,,,,Java,,,,PyTorch,,,,,,,
12459,,,,,,,,,,,PyTorch,,,,,,,TensorFlow
12460,,,,,,,,,MLOps,,PyTorch,,,,,,Tableau,
12461,,Azure,,,Git,,,,,,,,,,,,Tableau,
12462,,,,,,,,,,,PyTorch,Python,R,,Scala,,,
12463,,,,,Git,,,,,,,,,,,PySpark,,
12464,,,,,Git,,Java,,,,,,,SQL,,,,
12465,,,Docker,,,,,,,,,,,,,,,
12466,,,,,,,,,MLOps,MLP,,,,,Scala,,,
12467,,,,,,Hadoop,,,,,,Python,,SQL,,,,
12468,AWS,,,GCP,,Hadoop,,,,,,,R,,,,,
12469,,,,,,,,,,,,Python,R,,,,,TensorFlow
12470,,,Docker,,,,,,,,,,,,Scala,,,
12471,,,,,,,,,,,PyTorch,,R,,,,,
12472,,,,,,,Java,Kubernetes,MLOps,,,,,,,,,
12473,,,,,,,,,,,,Python,,,Scala,,Tableau,TensorFlow
12474,,,,,,,,Kubernetes,,,,,,SQL,,,,
12475,,,,,,,,,,,PyTorch,,,,,,,TensorFlow
12476,,,,,,,Java,,,,,,R,,,,,
12477,AWS,,,,,,,,MLOps,MLP,,Python,,,,,,
12478,AWS,,,,,Hadoop,,,MLOps,,,,,,,,,
12479,,,,GCP,,,Java,,,,,,,,Scala,,,
12480,,,,GCP,,,Java,,,MLP,,,,,,,Tableau,
12481,AWS,Azure,,,,,,,,,,,,,,,Tableau,
12482,,Azure,,,,,,,,MLP,PyTorch,,,,,,,
12483,,,,,,,,,,,,Python,,,,,,
12484,,,,,Git,,,,,MLP,,Python,,,,,,TensorFlow
12485,,,,,Git,,,,,,,,,,,,,
12486,,,,,,,,,MLOps,,PyTorch,Python,,SQL,,,,
12487,,,,,,,,,,,,,,,Scala,,Tableau,
12488,,,,,,,,,,,,Python,,,,PySpark,,
12489,,,,,,,,,MLOps,,,,,SQL,,,,TensorFlow
12490,,,Docker,,,,,,,MLP,,,,,Scala,,,
12491,,Azure,,,,,,,,MLP,,Python,,SQL,,,,
12492,,,,,,,Java,,MLOps,,,,,,,,,
12493,,,,,,Hadoop,,Kubernetes,,,,,,,,,,
12494,,,,GCP,,,,,,,,Python,,,,,,
12495,,,Docker,,,,,,,MLP,,Python,,,,,,
12496,,,,,,,,,MLOps,,PyTorch,,,,,PySpark,,
12497,,,,,,Hadoop,,,,,,,,SQL,Scala,,,
12498,,,,,,,Java,Kubernetes,,,,Python,,SQL,,PySpark,,
12499,,,Docker,,Git,,,,MLOps,,,,,SQL,,,,
12500,,,Docker,,Git,,,,,,PyTorch,,,,Scala,PySpark,,
12501,,,,,Git,,,,,,PyTorch,,,,,,Tableau,
12502,,Azure,,GCP,,,Java,,,,,,,,Scala,,,
12503,AWS,,,,,,,,,MLP,,,R,,,,,
12504,,,,,Git,,,,,,,,,,,PySpark,Tableau,
12505,,,,,Git,,,Kubernetes,,,,,,,Scala,,,
12506,,,,,,,,,,MLP,,Python,,,,PySpark,,TensorFlow
12507,,,,,,,,,,,PyTorch,,,,,,,
12508,,,,,,,,Kubernetes,,,,,,,,,,
12509,,,,,,,,,,,,Python,,SQL,,,,
12510,,Azure,,,,,,,,,,Python,,,,,,TensorFlow
12511,AWS,,Docker,,,,Java,,,,,,,,,,,
12512,,Azure,,,,,Java,,,,PyTorch,,,,,,,
12513,,,,,,,,Kubernetes,,,,Python,,,,,,
12514,AWS,,,,,,,,,,,,,,,,,
12515,,,,,,,Java,Kubernetes,MLOps,MLP,,,,SQL,,,,
12516,,,,,Git,,,,,,,,,,Scala,,,TensorFlow
12517,,,,,Git,Hadoop,,,,,PyTorch,,,,,,,TensorFlow
12518,,Azure,,,,,,,,MLP,,,,SQL,Scala,,,
12519,,,Docker,,,,,,,,,,,,,PySpark,,
12520,,,,,,,,Kubernetes,,,,Python,,,,,,TensorFlow
12521,,,Docker,,,,,,,,PyTorch,,,,Scala,,Tableau,
12522,,,Docker,,,,Java,,,MLP,,,,,,,,
12523,,Azure,,GCP,,,,,,,,Python,R,,,,,
12524,AWS,,,,Git,,,,,,,,,,Scala,,,
12525,,,,,,,,,MLOps,,,Python,,,Scala,,,
12526,,,,,,,,,,,,,,,Scala,PySpark,,
12527,,,,,,,Java,,,,PyTorch,,,SQL,,,Tableau,
12528,,Azure,,,,,,Kubernetes,,,,,,SQL,,,Tableau,
12529,,,,,,Hadoop,,,,,PyTorch,,,,,,Tableau,
12530,,,,,,,,Kubernetes,,,,,,,,,,
12531,,,,,,,,Kubernetes,,,,Python,,,,,,
12532,,,Docker,,,,,,,,,,,,Scala,,,
12533,,Azure,,,,,,,,,PyTorch,,,SQL,,,,
12534,,,,GCP,,,,,,,,,,,Scala,,,
12535,AWS,,,GCP,,,,,,MLP,PyTorch,Python,,,,,,
12536,,,,,,,Java,,MLOps,,,,,,,,,
12537,,Azure,,,,Hadoop,,Kubernetes,,,,,,,Scala,,,
12538,,,,,,,,,,,,Python,,,Scala,,Tableau,
12539,,,,,,Hadoop,,,MLOps,,,,,,,,,TensorFlow
12540,,,,,,,,,,,,Python,R,,,,Tableau,TensorFlow
12541,,,,,,Hadoop,,,,,,,,,Scala,PySpark,,
12542,,,,,,Hadoop,Java,Kubernetes,MLOps,,,,,,,,,
12543,,,,,,,,,,,,Python,R,,,,,
12544,,,,,,,Java,,,,,,,,Scala,,Tableau,
12545,,Azure,,,,,,,,,,,R,,Scala,PySpark,,
12546,,,,GCP,,,,,,,,,,SQL,,,,
12547,,,,,,,,,,MLP,,,,SQL,,,,
12548,,,,,Git,,,,,,,,,,,,Tableau,
12549,,,,GCP,,,,,,,,,,,Scala,,,
12550,,,,GCP,,Hadoop,,,MLOps,,,Python,,,,,,
12551,,,,,,,,Kubernetes,,,,,,,Scala,,,
12552,,,,,,,,,,MLP,,Python,,,,,Tableau,TensorFlow
12553,,,,,,,,Kubernetes,,,,,,,Scala,,,
12554,AWS,,,,Git,Hadoop,,,,,,Python,,,Scala,,,
12555,,,,,,,,Kubernetes,,,PyTorch,Python,R,SQL,,,,
12556,,,Docker,,,,,,,,PyTorch,,R,SQL,,,,
12557,,,,,,,,,,,,,,,Scala,,Tableau,
12558,AWS,,,,,,,Kubernetes,,,,Python,,,Scala,,,
12559,AWS,,Docker,,,,,,,MLP,,,,SQL,,PySpark,,
12560,,Azure,,GCP,,,,,,,,Python,,,Scala,,Tableau,
12561,,,,,,,,Kubernetes,,,,,R,SQL,,,,
12562,,,,,Git,,,,,,,Python,,,,PySpark,,
12563,,,,,,,Java,,MLOps,,,Python,,,,PySpark,,TensorFlow
12564,,,,,,Hadoop,Java,,,,,Python,,SQL,,,,TensorFlow
12565,,,,GCP,,,,Kubernetes,,,,,,,,,,
12566,,,,,,,,Kubernetes,MLOps,,,,,SQL,,,Tableau,
12567,,,,,,,,,MLOps,,,,,,Scala,,,
12568,AWS,,,,Git,,,,,,,,,SQL,,,,
12569,,,,,Git,,,,,,,,,SQL,,,,TensorFlow
12570,,Azure,,,Git,,,,,,PyTorch,,,SQL,,,,
12571,,,,GCP,,Hadoop,,,,,,,,,,,Tableau,
12572,,Azure,,,,Hadoop,Java,,,,PyTorch,,,,,,,
12573,,,,,,,,,,,,Python,,SQL,,,Tableau,
12574,,,Docker,GCP,,,,,,,,,,,,,,
12575,,,Docker,,,,Java,,,,,,R,,Scala,,,
12576,,,,GCP,,,,,,,,Python,,,,PySpark,,
12577,,,,,,,,,,,,Python,,,,,Tableau,TensorFlow
12578,,Azure,,GCP,,,,,MLOps,,,,,,,,Tableau,
12579,,,,GCP,,,,,,,,,,,,,,TensorFlow
12580,,,,,,,,,,,,,,,,,Tableau,
12581,AWS,,,,,,,,,,PyTorch,,,,,,,TensorFlow
12582,,,,,,,,,,,,Python,,,Scala,PySpark,,
12583,,,,,,Hadoop,,,MLOps,,,Python,,,,,,
12584,,,,,,,,Kubernetes,,,,Python,,,,,,TensorFlow
12585,,,,,,,,,,MLP,,,,SQL,,,,
12586,AWS,,,,,,,,,,,,R,SQL,,,,TensorFlow
12587,,,,,,,,,,,,,R,,Scala,,,
12588,,,,,,,,Kubernetes,,,PyTorch,,,SQL,Scala,,,
12589,,,,,,,,,,,,,,,,,,
12590,,,Docker,,,,Java,,,,,,R,SQL,,,,
12591,,,,,,,,,MLOps,,,Python,R,,,,,
12592,,,,GCP,,,,,,,,,,,,,Tableau,
12593,,,Docker,GCP,,,,,,,,,,,,,,
12594,,,,,,,,,MLOps,,,Python,,,,,,
12595,,Azure,,,Git,,,,,,,Python,,,,,,TensorFlow
12596,AWS,,Docker,,,,,Kubernetes,,,,,,SQL,,,,
12597,,,,,,,,Kubernetes,,,,,R,,,,,
12598,,,,GCP,,,,,,,,,,,Scala,,,
12599,,Azure,,,,,,,,,,Python,,,,,,TensorFlow
12600,,,Docker,,,Hadoop,,,MLOps,,,Python,,,,,,TensorFlow
12601,,,,,,,,,,MLP,,Python,R,,,,,
12602,,,,,Git,Hadoop,,,,,,Python,,,,,,
12603,,,,,,Hadoop,,Kubernetes,,,,,,SQL,,,,
12604,,,Docker,,,,,,,,,Python,,,,,Tableau,
12605,,,Docker,,,,,Kubernetes,,,,,,,,,,
12606,,,,,Git,,,,,,,,,,,,,
12607,,,,GCP,,,,,,,,Python,,,,,Tableau,TensorFlow
12608,,,,,,,,,,,,,,,Scala,,,TensorFlow
12609,,,Docker,,,,Java,,,,,,,,,PySpark,,
12610,,,,,Git,,,,,,,Python,,,,,,
12611,,,,,,Hadoop,,,,,,Python,,,Scala,,Tableau,
12612,,,,,Git,Hadoop,,,,,PyTorch,,R,,,,,TensorFlow
12613,,Azure,,,,,,,,,,Python,,,,,,TensorFlow
12614,,Azure,,GCP,Git,,,Kubernetes,,,PyTorch,,,,,,,
12615,,,,,Git,,,,,,,Python,,,,,,
12616,AWS,,,,,,,,,MLP,,,,,,,,TensorFlow
12617,,,,,,,,,MLOps,,,,,,,PySpark,Tableau,
12618,,,,,,,,,,MLP,,Python,,,,,,
12619,,,,,,,Java,,,MLP,,Python,,,,,,
12620,,,,,,,Java,Kubernetes,,,,,,,Scala,,,
12621,,,,GCP,,,,Kubernetes,,,,,,,,,Tableau,TensorFlow
12622,,Azure,,,,,,,,,,Python,,,Scala,,,
12623,,Azure,,,,,,,,MLP,,,R,,Scala,,,
12624,,,,,,,,,,,,Python,,,,PySpark,,
