ID_cleaned,job_id,job_title,salary_usd,salary_distribution_usd,salary_currency,experience_level,experience_level_cleaned,employment_type,employment_type_cleaned,company_location,company_size,company_size_cleaned,employee_residence,remote_ratio,required_skills,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_github_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_NLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills,education_required,years_experience,industry,posting_date,application_deadline,application_period_days,job_description_length,benefits_score,company_name
14020,AI14020,AI Consultant,124742,"120,000 - 140,000 USD",USD,MI,Mid-level,CT,Contract,Denmark,L,Large,Denmark,0,"Linux, Python, Tableau, Git, NLP",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,Associate,3,Consulting,7/2/2024,8/22/2024,51,1889,5.9,DeepTech Ventures
14021,AI14021,Research Scientist,112880,"100,000 - 120,000 USD",USD,EN,Entry-level,FL,Freelance,Denmark,L,Large,Denmark,0,"Kubernetes, Scala, AWS, Computer Vision, Java",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Associate,1,Finance,6/14/2024,7/25/2024,41,1430,7.5,Autonomous Tech
14022,AI14022,ML Ops Engineer,205568,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,South Korea,L,Large,South Korea,0,"Mathematics, Git, Scala, R",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,PhD,11,Healthcare,4/29/2024,7/10/2024,72,653,5.7,Digital Transformation LLC
14023,AI14023,Head of AI,175555,"160,000 - 180,000 USD",USD,EX,Executive,PT,Part-Time,Austria,L,Large,Austria,100,"R, Kubernetes, Data Visualization, Java",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Master,17,Manufacturing,7/9/2024,8/21/2024,43,1994,9.6,Digital Transformation LLC
14024,AI14024,Research Scientist,104398,"100,000 - 120,000 USD",EUR,SE,Senior,CT,Contract,Germany,S,Small,Germany,0,"Statistics, Spark, Python, AWS, Computer Vision",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Associate,5,Real Estate,12/18/2024,1/10/2025,23,2280,8.9,DataVision Ltd
14025,AI14025,Head of AI,254898,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Norway,M,Medium,Norway,0,"AWS, SQL, PyTorch, Statistics",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Associate,16,Manufacturing,11/19/2024,1/31/2025,73,1918,9.9,Smart Analytics
14026,AI14026,Robotics Engineer,89566,"80,000 - 100,000 USD",EUR,MI,Mid-level,FT,Full-Time,Netherlands,S,Small,Netherlands,0,"Java, Spark, MLOps, Docker, Python",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,Bachelor,4,Real Estate,4/8/2024,5/8/2024,30,1864,6.1,Future Systems
14027,AI14027,Research Scientist,339526,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Norway,L,Large,Norway,100,"R, Git, NLP",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Master,18,Telecommunications,6/27/2024,8/30/2024,64,1287,5.3,Digital Transformation LLC
14028,AI14028,Data Analyst,179320,"160,000 - 180,000 USD",USD,EX,Executive,FL,Freelance,Singapore,M,Medium,Singapore,100,"Spark, Python, TensorFlow, Data Visualization",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Bachelor,11,Government,2/20/2025,3/17/2025,25,2363,8.3,Neural Networks Co
14029,AI14029,Autonomous Systems Engineer,50393,"40,000 - 60,000 USD",USD,EN,Entry-level,CT,Contract,Israel,S,Small,China,50,"GCP, Tableau, TensorFlow, Docker",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Master,0,Real Estate,11/28/2024,12/22/2024,24,1641,9.7,Algorithmic Solutions
14030,AI14030,AI Software Engineer,142185,"140,000 - 160,000 USD",USD,EX,Executive,FL,Freelance,Finland,S,Small,United States,100,"Docker, Kubernetes, GCP",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PhD,16,Technology,4/1/2024,5/20/2024,49,2110,5.7,Neural Networks Co
14031,AI14031,AI Specialist,78094,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,Singapore,M,Medium,Ireland,0,"Scala, Computer Vision, Kubernetes, Docker, R",0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,PhD,2,Energy,4/5/2025,5/28/2025,53,715,8.1,Cognitive Computing
14032,AI14032,Autonomous Systems Engineer,159473,"140,000 - 160,000 USD",USD,SE,Senior,PT,Part-Time,Sweden,L,Large,Sweden,0,"R, Python, Linux",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Associate,9,Healthcare,2/14/2025,4/6/2025,51,712,5.8,Advanced Robotics
14033,AI14033,AI Consultant,104589,"100,000 - 120,000 USD",GBP,MI,Mid-level,CT,Contract,United Kingdom,L,Large,United Kingdom,100,"Kubernetes, SQL, Data Visualization, NLP",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Associate,3,Energy,10/10/2024,12/20/2024,71,2387,5.2,Neural Networks Co
14034,AI14034,Data Engineer,107793,"100,000 - 120,000 USD",USD,MI,Mid-level,FT,Full-Time,Denmark,M,Medium,Singapore,100,"SQL, Scala, Java, Hadoop, PyTorch",0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,PhD,3,Healthcare,12/20/2024,2/17/2025,59,981,6.9,Neural Networks Co
14035,AI14035,Robotics Engineer,132766,"120,000 - 140,000 USD",USD,SE,Senior,FT,Full-Time,Norway,S,Small,Israel,0,"PyTorch, Kubernetes, NLP, Python, Java",0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Master,5,Government,1/6/2025,1/30/2025,24,686,8.8,TechCorp Inc
14036,AI14036,NLP Engineer,202058,"More than 180,000 USD",EUR,EX,Executive,FL,Freelance,Netherlands,S,Small,Netherlands,50,"Python, Mathematics, Tableau, Git, Docker",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Master,13,Education,2/26/2024,3/19/2024,22,1028,9.9,Future Systems
14037,AI14037,Machine Learning Engineer,218996,"More than 180,000 USD",USD,SE,Senior,FT,Full-Time,Denmark,L,Large,Denmark,100,"Kubernetes, Python, SQL",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Master,6,Media,9/9/2024,11/1/2024,53,932,8.2,Autonomous Tech
14038,AI14038,Principal Data Scientist,175642,"160,000 - 180,000 USD",USD,EX,Executive,PT,Part-Time,South Korea,M,Medium,South Korea,0,"Scala, Tableau, Spark, R",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,Master,12,Manufacturing,3/16/2024,5/15/2024,60,1989,10,Machine Intelligence Group
14039,AI14039,Machine Learning Engineer,189987,"More than 180,000 USD",EUR,EX,Executive,FT,Full-Time,Netherlands,L,Large,Netherlands,100,"Spark, Data Visualization, NLP, Linux, Deep Learning",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Associate,11,Transportation,8/10/2024,10/17/2024,68,1361,5.9,Smart Analytics
14040,AI14040,Principal Data Scientist,63819,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,China,L,Large,China,100,"Kubernetes, Computer Vision, NLP, Tableau, SQL",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Associate,2,Government,3/16/2024,4/24/2024,39,736,8.2,Cognitive Computing
14041,AI14041,Principal Data Scientist,79484,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,Japan,L,Large,Netherlands,0,"Tableau, Spark, Python, Git, Deep Learning",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,PhD,3,Gaming,2/19/2025,4/21/2025,61,1288,8.5,Advanced Robotics
14042,AI14042,Autonomous Systems Engineer,104086,"100,000 - 120,000 USD",USD,SE,Senior,PT,Part-Time,China,L,Large,China,0,"Scala, Deep Learning, AWS, Azure, NLP",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,PhD,5,Automotive,4/21/2025,6/8/2025,48,2317,7.5,Predictive Systems
14043,AI14043,AI Specialist,91728,"80,000 - 100,000 USD",USD,SE,Senior,PT,Part-Time,China,L,Large,China,100,"TensorFlow, Statistics, Python, Git, Mathematics",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,PhD,9,Real Estate,6/25/2024,8/27/2024,63,1955,8.3,Future Systems
14044,AI14044,AI Architect,61074,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,Austria,S,Small,Israel,0,"R, Deep Learning, MLOps, Linux, Azure",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,PhD,3,Transportation,6/25/2024,7/15/2024,20,577,9.9,AI Innovations
14045,AI14045,Computer Vision Engineer,33117,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,India,S,Small,India,50,"SQL, Data Visualization, AWS, Statistics, MLOps",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,PhD,1,Real Estate,4/12/2025,5/16/2025,34,1831,6.4,Cognitive Computing
14046,AI14046,NLP Engineer,103157,"100,000 - 120,000 USD",USD,EN,Entry-level,FT,Full-Time,Switzerland,L,Large,Switzerland,0,"Java, TensorFlow, Deep Learning",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,PhD,0,Education,10/9/2024,10/31/2024,22,557,7.8,Quantum Computing Inc
14047,AI14047,AI Product Manager,138694,"120,000 - 140,000 USD",EUR,SE,Senior,PT,Part-Time,France,M,Medium,France,0,"Java, TensorFlow, Git, R, Mathematics",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Bachelor,6,Transportation,5/28/2024,6/12/2024,15,968,6.2,DataVision Ltd
14048,AI14048,Data Scientist,196675,"More than 180,000 USD",USD,SE,Senior,FT,Full-Time,Switzerland,L,Large,South Korea,100,"Spark, Azure, Data Visualization, Java",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Associate,7,Education,2/8/2024,4/20/2024,72,1364,6.1,TechCorp Inc
14049,AI14049,Robotics Engineer,169548,"160,000 - 180,000 USD",EUR,EX,Executive,PT,Part-Time,France,M,Medium,France,100,"R, Linux, AWS",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PhD,12,Government,9/20/2024,11/21/2024,62,1518,5.4,DeepTech Ventures
14050,AI14050,Machine Learning Researcher,102240,"100,000 - 120,000 USD",EUR,SE,Senior,PT,Part-Time,Netherlands,S,Small,Netherlands,100,"MLOps, TensorFlow, Git",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,PhD,7,Manufacturing,9/8/2024,9/30/2024,22,2076,5.3,Digital Transformation LLC
14051,AI14051,Machine Learning Engineer,140617,"140,000 - 160,000 USD",USD,EX,Executive,FT,Full-Time,Austria,S,Small,Austria,100,"MLOps, SQL, Git, Spark, PyTorch",0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,Associate,17,Automotive,7/25/2024,9/10/2024,47,827,8.1,Cognitive Computing
14052,AI14052,NLP Engineer,93679,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Austria,L,Large,Austria,0,"Kubernetes, Computer Vision, R, GCP",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Master,6,Consulting,2/13/2025,3/19/2025,34,522,6.3,DataVision Ltd
14053,AI14053,Autonomous Systems Engineer,81664,"80,000 - 100,000 USD",USD,SE,Senior,FL,Freelance,South Korea,M,Medium,Switzerland,0,"NLP, Kubernetes, Deep Learning, PyTorch, AWS",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Associate,7,Gaming,1/8/2025,3/5/2025,56,1883,9.9,Algorithmic Solutions
14054,AI14054,AI Software Engineer,64331,"60,000 - 80,000 USD",USD,MI,Mid-level,CT,Contract,India,L,Large,India,0,"Azure, Python, GCP, Git",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,4,Manufacturing,6/11/2024,8/17/2024,67,2461,9.9,Advanced Robotics
14055,AI14055,Deep Learning Engineer,51342,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Japan,M,Medium,Austria,0,"Spark, R, Tableau, Mathematics, Statistics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,PhD,0,Technology,6/20/2024,7/7/2024,17,1857,9.2,Smart Analytics
14056,AI14056,Autonomous Systems Engineer,92009,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,India,S,Small,India,100,"TensorFlow, R, MLOps",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Bachelor,5,Retail,10/24/2024,12/12/2024,49,672,7.5,Cognitive Computing
14057,AI14057,Deep Learning Engineer,60707,"60,000 - 80,000 USD",EUR,EN,Entry-level,CT,Contract,Germany,M,Medium,Germany,100,"Statistics, Python, Computer Vision",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,1,Automotive,3/24/2025,4/19/2025,26,1073,9.5,Digital Transformation LLC
14058,AI14058,Autonomous Systems Engineer,107502,"100,000 - 120,000 USD",USD,MI,Mid-level,PT,Part-Time,United States,S,Small,United States,50,"Git, SQL, Spark, Python, PyTorch",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,PhD,2,Transportation,5/19/2024,6/9/2024,21,1455,7.6,Machine Intelligence Group
14059,AI14059,AI Research Scientist,102076,"100,000 - 120,000 USD",USD,SE,Senior,PT,Part-Time,Finland,L,Large,Finland,50,"PyTorch, Java, GCP, Azure",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Bachelor,6,Transportation,4/17/2024,6/5/2024,49,732,7.1,Autonomous Tech
14060,AI14060,Data Analyst,113188,"100,000 - 120,000 USD",USD,SE,Senior,FL,Freelance,Japan,L,Large,Singapore,50,"Scala, Java, Deep Learning, Linux",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Bachelor,8,Consulting,5/11/2024,7/9/2024,59,2476,9.9,Cloud AI Solutions
14061,AI14061,Head of AI,119319,"100,000 - 120,000 USD",USD,EN,Entry-level,CT,Contract,Denmark,L,Large,Denmark,50,"Kubernetes, Docker, Hadoop, PyTorch, Deep Learning",0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Master,1,Media,4/6/2024,5/17/2024,41,2337,6,Quantum Computing Inc
14062,AI14062,Robotics Engineer,86069,"80,000 - 100,000 USD",USD,EN,Entry-level,CT,Contract,Denmark,L,Large,Denmark,50,"Python, Azure, Spark, Kubernetes",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Associate,1,Energy,8/23/2024,10/7/2024,45,1218,5.8,AI Innovations
14063,AI14063,AI Product Manager,156921,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,Singapore,S,Small,Sweden,50,"Docker, Kubernetes, R",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Bachelor,15,Telecommunications,11/13/2024,12/22/2024,39,1327,9.7,Algorithmic Solutions
14064,AI14064,Head of AI,74422,"60,000 - 80,000 USD",USD,EN,Entry-level,FT,Full-Time,United States,L,Large,United States,100,"Git, Linux, Data Visualization, Hadoop",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Master,0,Technology,2/17/2025,4/18/2025,60,670,8.8,AI Innovations
14065,AI14065,AI Research Scientist,65748,"60,000 - 80,000 USD",USD,SE,Senior,FT,Full-Time,China,S,Small,China,0,"Python, Kubernetes, Scala, Java, Git",0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,Bachelor,7,Healthcare,9/20/2024,10/10/2024,20,2132,7,TechCorp Inc
14066,AI14066,ML Ops Engineer,87546,"80,000 - 100,000 USD",USD,SE,Senior,PT,Part-Time,Japan,S,Small,Japan,50,"SQL, PyTorch, Kubernetes, MLOps, TensorFlow",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,PhD,7,Technology,4/2/2024,4/24/2024,22,1176,6.9,TechCorp Inc
14067,AI14067,Machine Learning Researcher,124906,"120,000 - 140,000 USD",EUR,SE,Senior,CT,Contract,Germany,L,Large,Germany,50,"Java, Azure, Deep Learning, Git, Computer Vision",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Associate,6,Technology,1/5/2024,2/3/2024,29,1144,7,Machine Intelligence Group
14068,AI14068,Data Analyst,88375,"80,000 - 100,000 USD",USD,EN,Entry-level,FT,Full-Time,Singapore,L,Large,Austria,0,"AWS, SQL, R, Linux, MLOps",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Associate,0,Government,11/6/2024,12/15/2024,39,1385,9.7,Smart Analytics
14069,AI14069,Principal Data Scientist,206175,"More than 180,000 USD",EUR,EX,Executive,CT,Contract,Germany,L,Large,Germany,50,"R, Git, SQL, PyTorch",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,PhD,14,Healthcare,7/1/2024,9/5/2024,66,2085,9.1,Autonomous Tech
14070,AI14070,Autonomous Systems Engineer,116530,"100,000 - 120,000 USD",USD,SE,Senior,CT,Contract,Australia,S,Small,Australia,50,"Scala, PyTorch, AWS, TensorFlow",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Bachelor,6,Education,11/6/2024,12/3/2024,27,821,8.2,Autonomous Tech
14071,AI14071,Machine Learning Engineer,116506,"100,000 - 120,000 USD",USD,EN,Entry-level,CT,Contract,Switzerland,L,Large,Switzerland,0,"SQL, TensorFlow, Tableau, Git",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,Associate,1,Automotive,9/1/2024,9/23/2024,22,751,7.9,Advanced Robotics
14072,AI14072,ML Ops Engineer,182243,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,China,L,Large,China,50,"Scala, PyTorch, TensorFlow",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Associate,18,Education,12/22/2024,2/19/2025,59,1066,5.9,TechCorp Inc
14073,AI14073,AI Research Scientist,172018,"160,000 - 180,000 USD",EUR,EX,Executive,FL,Freelance,France,L,Large,France,50,"Kubernetes, Tableau, Azure, TensorFlow, Hadoop",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Master,15,Telecommunications,11/19/2024,12/31/2024,42,605,5.5,TechCorp Inc
14074,AI14074,Machine Learning Researcher,72873,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Denmark,M,Medium,Denmark,50,"Scala, Java, Deep Learning, Mathematics, Hadoop",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Bachelor,1,Energy,11/18/2024,12/13/2024,25,1186,6.4,DeepTech Ventures
14075,AI14075,AI Consultant,118019,"100,000 - 120,000 USD",USD,MI,Mid-level,PT,Part-Time,Norway,L,Large,United States,50,"Data Visualization, Statistics, GCP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PhD,3,Automotive,5/13/2024,5/28/2024,15,2306,7.7,Future Systems
14076,AI14076,Machine Learning Engineer,125776,"120,000 - 140,000 USD",USD,EX,Executive,FT,Full-Time,Finland,M,Medium,Finland,50,"Hadoop, Tableau, Git, Statistics",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,PhD,10,Telecommunications,3/15/2024,4/14/2024,30,1985,6.4,DataVision Ltd
14077,AI14077,Deep Learning Engineer,56713,"40,000 - 60,000 USD",USD,MI,Mid-level,FL,Freelance,South Korea,S,Small,South Korea,100,"Statistics, Data Visualization, Deep Learning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Associate,4,Automotive,3/22/2025,5/29/2025,68,1877,8.1,DataVision Ltd
14078,AI14078,Computer Vision Engineer,195991,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Canada,S,Small,Canada,0,"GCP, Deep Learning, Scala",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,14,Gaming,10/6/2024,12/13/2024,68,979,9.8,Algorithmic Solutions
14079,AI14079,AI Architect,137763,"120,000 - 140,000 USD",GBP,SE,Senior,PT,Part-Time,United Kingdom,S,Small,France,50,"Java, GCP, Computer Vision, NLP, Statistics",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Master,7,Healthcare,7/10/2024,8/27/2024,48,723,7.5,Neural Networks Co
14080,AI14080,Machine Learning Engineer,120309,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,Ireland,S,Small,Ireland,100,"SQL, Linux, Mathematics, Git",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,PhD,10,Education,6/23/2024,7/19/2024,26,1471,5.9,Predictive Systems
14081,AI14081,Machine Learning Engineer,149502,"140,000 - 160,000 USD",USD,SE,Senior,PT,Part-Time,Australia,M,Medium,Australia,100,"Scala, PyTorch, TensorFlow, Statistics, Mathematics",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,PhD,9,Education,3/1/2025,4/24/2025,54,1818,6.7,Future Systems
14082,AI14082,Machine Learning Researcher,72615,"60,000 - 80,000 USD",USD,EN,Entry-level,PT,Part-Time,Singapore,L,Large,Singapore,0,"Kubernetes, Hadoop, Deep Learning",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Associate,0,Transportation,1/18/2025,2/19/2025,32,1892,6.1,Smart Analytics
14083,AI14083,Data Scientist,182798,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,Canada,M,Medium,Canada,0,"Java, Computer Vision, Hadoop, Python",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Associate,14,Education,4/8/2025,5/12/2025,34,1552,9.7,TechCorp Inc
14084,AI14084,Machine Learning Researcher,123215,"120,000 - 140,000 USD",USD,SE,Senior,FT,Full-Time,Israel,L,Large,Israel,50,"SQL, Spark, Tableau, MLOps",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Master,9,Gaming,4/6/2024,6/16/2024,71,719,7.4,Autonomous Tech
14085,AI14085,Autonomous Systems Engineer,116790,"100,000 - 120,000 USD",USD,EN,Entry-level,CT,Contract,Norway,L,Large,United States,0,"Statistics, NLP, Tableau, Computer Vision, Mathematics",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Associate,1,Gaming,11/6/2024,1/9/2025,64,882,6.3,Advanced Robotics
14086,AI14086,NLP Engineer,97721,"80,000 - 100,000 USD",USD,MI,Mid-level,CT,Contract,Australia,S,Small,Australia,100,"GCP, Docker, Git, Java, Scala",0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Master,4,Healthcare,5/7/2024,6/17/2024,41,687,8.8,Advanced Robotics
14087,AI14087,AI Product Manager,79704,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,South Korea,L,Large,South Korea,0,"Java, Python, Statistics",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Associate,2,Technology,5/10/2024,6/9/2024,30,1090,9.2,Future Systems
14088,AI14088,Robotics Engineer,117571,"100,000 - 120,000 USD",USD,EN,Entry-level,FT,Full-Time,Denmark,L,Large,Denmark,50,"NLP, Python, Computer Vision, Azure, Git",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Master,0,Finance,5/26/2024,7/26/2024,61,1390,9.5,Cognitive Computing
14089,AI14089,Deep Learning Engineer,111581,"100,000 - 120,000 USD",GBP,SE,Senior,PT,Part-Time,United Kingdom,S,Small,United Kingdom,50,"Python, Computer Vision, GCP, Mathematics",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Associate,5,Healthcare,6/26/2024,7/27/2024,31,2215,8.9,TechCorp Inc
14090,AI14090,Head of AI,79371,"60,000 - 80,000 USD",USD,SE,Senior,FL,Freelance,South Korea,M,Medium,Canada,0,"SQL, Data Visualization, Linux, Hadoop, Kubernetes",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Master,7,Transportation,2/13/2024,3/17/2024,33,1311,6.9,Cognitive Computing
14091,AI14091,Data Engineer,105969,"100,000 - 120,000 USD",EUR,MI,Mid-level,FL,Freelance,Germany,L,Large,India,0,"Git, Python, NLP, Java, Hadoop",0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Master,2,Technology,7/18/2024,8/8/2024,21,1017,6.4,Future Systems
14092,AI14092,Robotics Engineer,136288,"120,000 - 140,000 USD",USD,MI,Mid-level,FT,Full-Time,Denmark,M,Medium,Denmark,100,"PyTorch, SQL, Deep Learning, AWS",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Master,3,Energy,10/4/2024,12/12/2024,69,1554,8.4,TechCorp Inc
14093,AI14093,Data Scientist,188593,"More than 180,000 USD",EUR,EX,Executive,PT,Part-Time,Germany,S,Small,Germany,100,"Hadoop, MLOps, NLP, Python",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,Bachelor,17,Finance,2/19/2025,3/30/2025,39,773,8.4,AI Innovations
14094,AI14094,AI Consultant,159942,"140,000 - 160,000 USD",USD,SE,Senior,CT,Contract,Singapore,L,Large,Switzerland,0,"Deep Learning, PyTorch, Git, Linux, Azure",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Master,5,Finance,7/20/2024,9/1/2024,43,1686,8.5,Algorithmic Solutions
14095,AI14095,Machine Learning Researcher,54853,"40,000 - 60,000 USD",USD,EN,Entry-level,FL,Freelance,Finland,M,Medium,Finland,50,"Git, Spark, TensorFlow",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Bachelor,1,Technology,1/3/2025,3/8/2025,64,1339,5.1,TechCorp Inc
14096,AI14096,AI Product Manager,39607,"Less than 40,000 USD",USD,EN,Entry-level,FL,Freelance,Israel,M,Medium,China,50,"TensorFlow, Java, Mathematics, Computer Vision, NLP",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Associate,0,Automotive,12/13/2024,2/5/2025,54,1610,10,Smart Analytics
14097,AI14097,Robotics Engineer,94343,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Japan,M,Medium,Japan,50,"Azure, Git, Tableau, Kubernetes",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Master,6,Education,5/13/2024,7/6/2024,54,1090,8.9,Quantum Computing Inc
14098,AI14098,AI Architect,232326,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,United States,M,Medium,United States,100,"Python, TensorFlow, Computer Vision, Spark, Linux",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,PhD,10,Telecommunications,2/6/2024,2/20/2024,14,1547,9.5,DeepTech Ventures
14099,AI14099,AI Consultant,174832,"160,000 - 180,000 USD",USD,EX,Executive,FL,Freelance,Israel,M,Medium,Austria,50,"AWS, Java, Mathematics, Deep Learning, R",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Bachelor,16,Telecommunications,4/9/2025,6/9/2025,61,2380,5.4,DataVision Ltd
14100,AI14100,NLP Engineer,49224,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Ireland,S,Small,Ireland,0,"PyTorch, Linux, Azure, AWS, Kubernetes",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Master,0,Telecommunications,8/1/2024,8/17/2024,16,1099,9.6,Smart Analytics
